metric,scenario,mean,se,chance,chance_sd,direction,excess,floor,at_chance
clusters,baseline,91.0063,0.09042933029375888,96.2095,8.60619794517508,-1,5.20320000000001,2.58,False
clusters,race_white_black,96.0744,0.08439738595404236,96.2095,8.60619794517508,-1,0.13510000000000844,2.58,True
clusters,ethnic_asian_hispanic,96.075,0.08439472582439436,96.2095,8.60619794517508,-1,0.13450000000000273,2.58,True
clusters,income_high_low,96.0595,0.0844057368183039,96.2095,8.60619794517508,-1,0.15000000000000568,2.58,True
clusters,political_liberal_conservative,92.9546,0.08795332547860982,96.2095,8.60619794517508,-1,3.2549000000000063,2.58,False
clusters,green_yellow,94.7291,0.08710952947876943,96.2095,8.60619794517508,-1,1.480400000000003,2.58,True
switch_rate,baseline,0.5019699546647854,0.00020314788122996087,0.501556241714362,0.02018475712840763,-1,-0.00041371295042347267,0.00606,True
switch_rate,race_white_black,0.5016852725888552,0.0001996186638549057,0.501556241714362,0.02018475712840763,-1,-0.00012903087449323003,0.00606,True
switch_rate,ethnic_asian_hispanic,0.5016851906915781,0.00019962435528881491,0.501556241714362,0.02018475712840763,-1,-0.00012894897721615894,0.00606,True
switch_rate,income_high_low,0.5016895584258194,0.0001996052663466572,0.501556241714362,0.02018475712840763,-1,-0.00013331671145744295,0.00606,True
switch_rate,political_liberal_conservative,0.502069182623838,0.00020227447052489203,0.501556241714362,0.02018475712840763,-1,-0.0005129409094760673,0.00606,True
switch_rate,green_yellow,0.501924624436084,0.00020098963557010202,0.501556241714362,0.02018475712840763,-1,-0.0003683827217220159,0.00606,True
distance,baseline,1.175629375,0.0003318716399483054,1.151671875,0.026811440154268996,1,0.023957500000000076,0.00804,False
distance,race_white_black,1.151180625,0.00026752810172850805,1.151671875,0.026811440154268996,1,-0.0004912499999998321,0.00804,True
distance,ethnic_asian_hispanic,1.1511753125,0.00026749082863871234,1.151671875,0.026811440154268996,1,-0.000496562499999964,0.00804,True
distance,income_high_low,1.1512587500000002,0.0002677205786114904,1.151671875,0.026811440154268996,1,-0.0004131249999996811,0.00804,True
distance,political_liberal_conservative,1.1664174999999999,0.00030735603930700606,1.151671875,0.026811440154268996,1,0.014745624999999984,0.00804,False
distance,green_yellow,1.1584640625,0.0002928145136682963,1.151671875,0.026811440154268996,1,0.006792187500000102,0.00804,True
mix_deviation,baseline,0.1688053685488734,0.0001065984103335112,0.16804165537609134,0.009987115898067873,1,0.0007637131727820656,0.003,True
mix_deviation,race_white_black,0.16789901521336872,0.00010023295449670108,0.16804165537609134,0.009987115898067873,1,-0.0001426401627226126,0.003,True
mix_deviation,ethnic_asian_hispanic,0.16789839839789253,0.00010023340081896107,0.16804165537609134,0.009987115898067873,1,-0.000143256978198808,0.003,True
mix_deviation,income_high_low,0.16790557297152292,0.00010028659963574726,0.16804165537609134,0.009987115898067873,1,-0.00013608240456841614,0.003,True
mix_deviation,political_liberal_conservative,0.16857130081704702,0.00010453755745599794,0.16804165537609134,0.009987115898067873,1,0.0005296454409556839,0.003,True
mix_deviation,green_yellow,0.16848259988384162,0.00010300685288072138,0.16804165537609134,0.009987115898067873,1,0.00044094450775028493,0.003,True
share,baseline,0.5090426463380181,0.00017650592378446375,0.4988667467284049,0.016183931695733234,1,0.010175899609613182,0.00486,False
share,race_white_black,0.4983929429050486,0.00016312252972927824,0.4988667467284049,0.016183931695733234,1,-0.00047380382335632243,0.00486,True
share,ethnic_asian_hispanic,0.4983914821654962,0.00016313104650724256,0.4988667467284049,0.016183931695733234,1,-0.0004752645629086949,0.00486,True
share,income_high_low,0.49843097496776545,0.00016320142248714496,0.4988667467284049,0.016183931695733234,1,-0.00043577176063946954,0.00486,True
share,political_liberal_conservative,0.5052529269508389,0.0001716224489996993,0.4988667467284049,0.016183931695733234,1,0.006386180222433979,0.00486,False
share,green_yellow,0.5019350132968718,0.00017063525387914092,0.4988667467284049,0.016183931695733234,1,0.0030682665684669264,0.00486,True
ghetto_rate,baseline,13.0641,0.05175506716929048,9.2215,3.9291419964687213,1,3.842599999999999,1.18,False
ghetto_rate,race_white_black,9.1431,0.03997801975093715,9.2215,3.9291419964687213,1,-0.07840000000000025,1.18,True
ghetto_rate,ethnic_asian_hispanic,9.1425,0.03997423131114458,9.2215,3.9291419964687213,1,-0.07900000000000063,1.18,True
ghetto_rate,income_high_low,9.1566,0.04003308517702425,9.2215,3.9291419964687213,1,-0.06490000000000151,1.18,True
ghetto_rate,political_liberal_conservative,11.578,0.04746279460469188,9.2215,3.9291419964687213,1,2.3564999999999987,1.18,False
ghetto_rate,green_yellow,10.2971,0.044711106755556056,9.2215,3.9291419964687213,1,1.0755999999999997,1.18,True
dissimilarity_index,baseline,0.13170249999999997,0.00035556070749827187,0.1254171875,0.03341776513048351,1,0.006285312499999973,0.01,True
dissimilarity_index,race_white_black,0.12494499999999999,0.0003332859964888197,0.1254171875,0.03341776513048351,1,-0.00047218750000001253,0.01,True
dissimilarity_index,ethnic_asian_hispanic,0.12494499999999999,0.00033329068509047293,0.1254171875,0.03341776513048351,1,-0.00047218750000001253,0.01,True
dissimilarity_index,income_high_low,0.12496812499999999,0.0003334275129830754,0.1254171875,0.03341776513048351,1,-0.0004490625000000137,0.01,True
dissimilarity_index,political_liberal_conservative,0.12908687499999996,0.00034735947951544145,0.1254171875,0.03341776513048351,1,0.003669687499999963,0.01,True
dissimilarity_index,green_yellow,0.12705562499999995,0.0003405779452557328,0.1254171875,0.03341776513048351,1,0.0016384374999999507,0.01,True
