scenario,mean_di,se,chance_di,excess,ci95_low,ci95_high,at_chance
income_high_low,0.4842012499999999,0.0010451752850509804,0.1254171875,0.35878406249999995,0.4821527064413,0.48624979355869985,False
political_liberal_conservative,0.4787831249999999,0.0010291687846204632,0.1254171875,0.3533659374999999,0.4767659541821438,0.48080029581785605,False
baseline,0.451484375,0.0009971031197544616,0.1254171875,0.32606718749999997,0.44953005288528125,0.45343869711471874,False
green_yellow,0.388636875,0.000928686259839866,0.1254171875,0.2632196875,0.38681664993071385,0.39045710006928613,False
race_white_black,0.259753125,0.0007039315514390221,0.1254171875,0.13433593749999997,0.2583734191591795,0.26113283084082045,False
ethnic_asian_hispanic,0.161778125,0.00043725910490911466,0.1254171875,0.036360937499999996,0.16092109715437813,0.16263515284562186,False
