metric,scenario,mean,se,chance,chance_sd,direction,excess,floor,at_chance
clusters,baseline,9.2019,0.023006228888211244,96.2095,8.60619794517508,-1,87.00760000000001,2.58,False
clusters,race_white_black,35.843,0.08188263293615843,96.2095,8.60619794517508,-1,60.3665,2.58,False
clusters,ethnic_asian_hispanic,72.8409,0.09642763373564024,96.2095,8.60619794517508,-1,23.3686,2.58,False
clusters,income_high_low,10.0023,0.025684926368285628,96.2095,8.60619794517508,-1,86.2072,2.58,False
clusters,political_liberal_conservative,7.867,0.01871700116507079,96.2095,8.60619794517508,-1,88.3425,2.58,False
clusters,green_yellow,11.983,0.029849961507851262,96.2095,8.60619794517508,-1,84.2265,2.58,False
switch_rate,baseline,0.1573537927566297,0.00030541305038739677,0.501556241714362,0.02018475712840763,-1,0.3442024489577323,0.00606,False
switch_rate,race_white_black,0.4101353876422656,0.00037400556260088266,0.501556241714362,0.02018475712840763,-1,0.09142085407209638,0.00606,False
switch_rate,ethnic_asian_hispanic,0.492156820033302,0.00022625902999122286,0.501556241714362,0.02018475712840763,-1,0.00939942168105995,0.00606,False
switch_rate,income_high_low,0.14930616126729518,0.0003138366166342135,0.501556241714362,0.02018475712840763,-1,0.3522500804470668,0.00606,False
switch_rate,political_liberal_conservative,0.11275675107811826,0.00026093002598456155,0.501556241714362,0.02018475712840763,-1,0.3887994906362437,0.00606,False
switch_rate,green_yellow,0.2365087494101278,0.0003695293147149212,0.501556241714362,0.02018475712840763,-1,0.2650474923042342,0.00606,False
distance,baseline,2.67071625,0.0034776215827550206,1.151671875,0.026811440154268996,1,1.519044375,0.00804,False
distance,race_white_black,1.6419,0.0014595904850979327,1.151671875,0.026811440154268996,1,0.490228125,0.00804,False
distance,ethnic_asian_hispanic,1.2746762500000002,0.000551801246367566,1.151671875,0.026811440154268996,1,0.12300437500000028,0.00804,False
distance,income_high_low,2.832484375,0.00425707776236451,1.151671875,0.026811440154268996,1,1.6808125,0.00804,False
distance,political_liberal_conservative,2.8599175000000003,0.0036851140933016665,1.151671875,0.026811440154268996,1,1.7082456250000004,0.00804,False
distance,green_yellow,2.306375,0.002723230395298677,1.151671875,0.026811440154268996,1,1.1547031250000002,0.00804,False
mix_deviation,baseline,0.3950561507792674,0.00017267890171076072,0.16804165537609134,0.009987115898067873,1,0.2270144954031761,0.003,False
mix_deviation,race_white_black,0.25075123604269295,0.0002442372789302544,0.16804165537609134,0.009987115898067873,1,0.08270958066660161,0.003,False
mix_deviation,ethnic_asian_hispanic,0.1806088714360352,0.00014183695149834515,0.16804165537609134,0.009987115898067873,1,0.012567216059943875,0.003,False
mix_deviation,income_high_low,0.4030021290216433,0.00017870914964989543,0.16804165537609134,0.009987115898067873,1,0.23496047364555195,0.003,False
mix_deviation,political_liberal_conservative,0.4157815254993675,0.00015239016477643167,0.16804165537609134,0.009987115898067873,1,0.24773987012327614,0.003,False
mix_deviation,green_yellow,0.35303163468952553,0.0002092588840454861,0.16804165537609134,0.009987115898067873,1,0.1849899793134342,0.003,False
share,baseline,0.8919831458332512,0.00018904373303156748,0.4988667467284049,0.016183931695733234,1,0.3931163991048463,0.00486,False
share,race_white_black,0.6921259757568184,0.00033010675455963335,0.4988667467284049,0.016183931695733234,1,0.19325922902841353,0.00486,False
share,ethnic_asian_hispanic,0.5529869870013749,0.000213507786923688,0.4988667467284049,0.016183931695733234,1,0.05412024027297002,0.00486,False
share,income_high_low,0.8979565375764207,0.0001977330348891519,0.4988667467284049,0.016183931695733234,1,0.39908979084801577,0.00486,False
share,political_liberal_conservative,0.9176590649553422,0.00016276430023590344,0.4988667467284049,0.016183931695733234,1,0.4187923182269373,0.00486,False
share,green_yellow,0.8430861040493306,0.0002331050798390417,0.4988667467284049,0.016183931695733234,1,0.3442193573209257,0.00486,False
ghetto_rate,baseline,205.9593,0.17926181364357296,9.2215,3.9291419964687213,1,196.73780000000002,1.18,False
ghetto_rate,race_white_black,84.0861,0.18751315899818802,9.2215,3.9291419964687213,1,74.8646,1.18,False
ghetto_rate,ethnic_asian_hispanic,28.7867,0.08649686978063534,9.2215,3.9291419964687213,1,19.565199999999997,1.18,False
ghetto_rate,income_high_low,213.3735,0.18936537618997293,9.2215,3.9291419964687213,1,204.15200000000002,1.18,False
ghetto_rate,political_liberal_conservative,225.2665,0.16208397482937556,9.2215,3.9291419964687213,1,216.04500000000002,1.18,False
ghetto_rate,green_yellow,170.0398,0.19982450945631758,9.2215,3.9291419964687213,1,160.81830000000002,1.18,False
dissimilarity_index,baseline,0.451484375,0.0009971031197544616,0.1254171875,0.03341776513048351,1,0.32606718749999997,0.01,False
dissimilarity_index,race_white_black,0.259753125,0.0007039315514390221,0.1254171875,0.03341776513048351,1,0.13433593749999997,0.01,False
dissimilarity_index,ethnic_asian_hispanic,0.161778125,0.00043725910490911466,0.1254171875,0.03341776513048351,1,0.036360937499999996,0.01,False
dissimilarity_index,income_high_low,0.4842012499999999,0.0010451752850509804,0.1254171875,0.03341776513048351,1,0.35878406249999995,0.01,False
dissimilarity_index,political_liberal_conservative,0.4787831249999999,0.0010291687846204632,0.1254171875,0.03341776513048351,1,0.3533659374999999,0.01,False
dissimilarity_index,green_yellow,0.388636875,0.000928686259839866,0.1254171875,0.03341776513048351,1,0.2632196875,0.01,False
