step,clusters_mean,clusters_std,clusters_min,clusters_max,switch_rate_mean,switch_rate_std,switch_rate_min,switch_rate_max,distance_mean,distance_std,distance_min,distance_max,mix_deviation_mean,mix_deviation_std,mix_deviation_min,mix_deviation_max,share_mean,share_std,share_min,share_max,ghetto_rate_mean,ghetto_rate_std,ghetto_rate_min,ghetto_rate_max
0,27.43,4.6888110961041605,18,39,0.503661208388685,0.042698534979065526,0.3860759493670886,0.5915492957746479,1.161875,0.0532816688681364,1.0375,1.35,0.1720319111663653,0.018687306130998508,0.13063988095238094,0.2145684523809524,0.490945539597354,0.030107518150795213,0.4225352112676056,0.5741626794258373,2.74,2.0773915267843845,0,8
1,27.44,4.673847289423188,18,39,0.5032789651242147,0.04295654490247293,0.3860759493670886,0.5915492957746479,1.162125,0.05313573123937821,1.0375,1.35,0.1720225361663653,0.018704378464380104,0.13063988095238094,0.2145684523809524,0.49094320028119276,0.030100607994655068,0.4225352112676056,0.5741626794258373,2.75,2.0664467136130127,0,8
2,27.42,4.667056260793751,18,39,0.5032767580861388,0.04296725186652193,0.3860759493670886,0.5915492957746479,1.16275,0.05365374868054186,1.0375,1.35,0.17222104807112718,0.01885549372728025,0.13063988095238094,0.2145684523809524,0.4911723758388278,0.030120456504963606,0.4225352112676056,0.5741626794258373,2.79,2.0513361006865254,0,8
3,27.42,4.667056260793751,18,39,0.5032767580861388,0.04296725186652193,0.3860759493670886,0.5915492957746479,1.16275,0.05365374868054186,1.0375,1.35,0.17222104807112718,0.01885549372728025,0.13063988095238094,0.2145684523809524,0.4911723758388278,0.030120456504963606,0.4225352112676056,0.5741626794258373,2.79,2.0513361006865254,0,8
4,27.41,4.681998623569971,18,39,0.5034083370335073,0.04297726166232086,0.3860759493670886,0.5915492957746479,1.162625,0.053727679180297826,1.0375,1.35,0.17222848854731765,0.018860270851112124,0.13063988095238094,0.2145684523809524,0.4911273645860145,0.030128045674738743,0.4225352112676056,0.5741626794258373,2.8,2.0498829727621533,0,8
5,30.571428571428573,5.912053869204929,20,37,0.4833131650532197,0.05344661706051346,0.41721854304635764,0.5637583892617449,1.1607142857142858,0.05563486402641868,1.1,1.2375,0.16830026156032035,0.023052940621493774,0.14360119047619047,0.2045684523809524,0.49245282494318277,0.033283273434926465,0.4337899543378995,0.5458715596330275,2.7142857142857144,1.7043362064926932,0,5
6,30.8,6.906518659932803,20,37,0.48044304461288706,0.039554153190212056,0.4489795918367347,0.5328947368421053,1.1575,0.05491470659122201,1.1,1.2375,0.1696815476190476,0.024658653207434808,0.14360119047619047,0.2045684523809524,0.4935016521262705,0.009304084418258921,0.4838709677419355,0.5046728971962616,2.8,1.0954451150103321,1,4
7,27.333333333333332,7.023769168568492,20,34,0.4993691420331651,0.04214702058841826,0.4520547945205479,0.5328947368421053,1.1541666666666668,0.0732433159635289,1.1,1.2375,0.1809970238095238,0.02555402707351695,0.1538392857142857,0.2045684523809524,0.4923410425370027,0.010925432487791842,0.4838709677419355,0.5046728971962616,3.3333333333333335,0.5773502691896258,3,4
8,18.0,,18,18,0.5197368421052632,,0.5197368421052632,0.5197368421052632,1.15,,1.15,1.15,0.17776785714285714,,0.17776785714285714,0.17776785714285714,0.49537037037037035,,0.49537037037037035,0.49537037037037035,4.0,,4,4
9,18.0,,18,18,0.5197368421052632,,0.5197368421052632,0.5197368421052632,1.15,,1.15,1.15,0.17776785714285714,,0.17776785714285714,0.17776785714285714,0.49537037037037035,,0.49537037037037035,0.49537037037037035,4.0,,4,4
10,18.0,,18,18,0.5197368421052632,,0.5197368421052632,0.5197368421052632,1.15,,1.15,1.15,0.17776785714285714,,0.17776785714285714,0.17776785714285714,0.49537037037037035,,0.49537037037037035,0.49537037037037035,4.0,,4,4
11,18.0,,18,18,0.5197368421052632,,0.5197368421052632,0.5197368421052632,1.15,,1.15,1.15,0.17776785714285714,,0.17776785714285714,0.17776785714285714,0.49537037037037035,,0.49537037037037035,0.49537037037037035,4.0,,4,4
12,18.0,,18,18,0.5197368421052632,,0.5197368421052632,0.5197368421052632,1.15,,1.15,1.15,0.17776785714285714,,0.17776785714285714,0.17776785714285714,0.49537037037037035,,0.49537037037037035,0.49537037037037035,4.0,,4,4
13,18.0,,18,18,0.5197368421052632,,0.5197368421052632,0.5197368421052632,1.15,,1.15,1.15,0.17776785714285714,,0.17776785714285714,0.17776785714285714,0.49537037037037035,,0.49537037037037035,0.49537037037037035,4.0,,4,4
