metric,n_groups,f_statistic,p_value,significant_p_lt_0_05,status,error
clusters,6,0.12442945028775551,0.986907278853332,False,ok,
switch_rate,6,1.2484793544100445,0.2848932985421867,False,ok,
distance,6,0.35766458837715837,0.8773536697337877,False,ok,
mix_deviation,6,0.7682347236030821,0.5729002212092862,False,ok,
share,6,0.7925854511840611,0.5552290395041495,False,ok,
ghetto_rate,6,0.8928968043268913,0.4853872370330382,False,ok,
dissimilarity_index,6,0.9542468856172142,0.4453357277348252,False,ok,
