metric,scenario,mean,se,chance,chance_sd,direction,excess,floor,at_chance
clusters,baseline,16.685,0.03920116290516535,96.12095,8.497430871391112,-1,79.43594999999999,2.55,False
clusters,race_white_black,84.6,0.09270263954137332,96.12095,8.497430871391112,-1,11.52095,2.55,False
clusters,ethnic_asian_hispanic,89.254,0.09103030842365178,96.12095,8.497430871391112,-1,6.866949999999989,2.55,False
clusters,income_high_low,29.5114,0.06185474601807444,96.12095,8.497430871391112,-1,66.60955,2.55,False
clusters,political_liberal_conservative,19.9172,0.04601593379054979,96.12095,8.497430871391112,-1,76.20374999999999,2.55,False
clusters,green_yellow,66.4513,0.10425626968186036,96.12095,8.497430871391112,-1,29.66964999999999,2.55,False
switch_rate,baseline,0.3043155616438811,0.0003836342591627594,0.5019598856758957,0.01994623900032337,-1,0.19764432403201454,0.00598,False
switch_rate,race_white_black,0.5013217954526583,0.00020756326431962946,0.5019598856758957,0.01994623900032337,-1,0.0006380902232373531,0.00598,True
switch_rate,ethnic_asian_hispanic,0.5019291230878198,0.00020295012804958848,0.5019598856758957,0.01994623900032337,-1,3.076258807588328e-05,0.00598,True
switch_rate,income_high_low,0.36384586401512786,0.0003975894381349637,0.5019598856758957,0.01994623900032337,-1,0.1381140216607678,0.00598,False
switch_rate,political_liberal_conservative,0.32354350022568695,0.00038865392295464184,0.5019598856758957,0.01994623900032337,-1,0.17841638545020871,0.00598,False
switch_rate,green_yellow,0.48481569986076295,0.00025359900484724904,0.5019598856758957,0.01994623900032337,-1,0.017144185815132718,0.00598,False
distance,baseline,2.0480331250000003,0.0022109196341593487,1.1508834375,0.026682912009809948,1,0.8971496875000002,0.008,False
distance,race_white_black,1.20360125,0.00038540687786078784,1.1508834375,0.026682912009809948,1,0.05271781249999985,0.008,False
distance,ethnic_asian_hispanic,1.182181875,0.0003424804504410886,1.1508834375,0.026682912009809948,1,0.03129843749999983,0.008,False
distance,income_high_low,1.8054690625000003,0.0018441586158173568,1.1508834375,0.026682912009809948,1,0.6545856250000002,0.008,False
distance,political_liberal_conservative,1.9624365624999998,0.002042308503676545,1.1508834375,0.026682912009809948,1,0.8115531249999997,0.008,False
distance,green_yellow,1.32287625,0.0007193586644766058,1.1508834375,0.026682912009809948,1,0.17199281249999987,0.008,False
mix_deviation,baseline,0.3175395123345025,0.00022346264382286447,0.16775411712663657,0.0100359417673305,1,0.14978539520786593,0.00301,False
mix_deviation,race_white_black,0.16910159331823246,0.00011376212356643436,0.16775411712663657,0.0100359417673305,1,0.0013474761915958922,0.00301,True
mix_deviation,ethnic_asian_hispanic,0.16860496884373757,0.00010798561202004137,0.16775411712663657,0.0100359417673305,1,0.0008508517171010033,0.00301,True
mix_deviation,income_high_low,0.2827760838723318,0.0002454635595778279,0.16775411712663657,0.0100359417673305,1,0.1150219667456952,0.00301,False
mix_deviation,political_liberal_conservative,0.3057068276908952,0.00022969242525383695,0.16775411712663657,0.0100359417673305,1,0.13795271056425862,0.00301,False
mix_deviation,green_yellow,0.18946615765459687,0.00016966268651671577,0.16775411712663657,0.0100359417673305,1,0.021712040527960302,0.00301,False
share,baseline,0.7960564181253089,0.00025526651802822603,0.49825691827893814,0.01612120219609784,1,0.2977994998463708,0.00484,False
share,race_white_black,0.5201373969507624,0.00018401909028548254,0.49825691827893814,0.01612120219609784,1,0.0218804786718243,0.00484,False
share,ethnic_asian_hispanic,0.5117010007331518,0.00017769309723158922,0.49825691827893814,0.01612120219609784,1,0.01344408245421369,0.00484,False
share,income_high_low,0.7417149268466525,0.0003050487822481086,0.49825691827893814,0.01612120219609784,1,0.24345800856771438,0.00484,False
share,political_liberal_conservative,0.7808032337262001,0.00026596232309203225,0.49825691827893814,0.01612120219609784,1,0.28254631544726194,0.00484,False
share,green_yellow,0.5750724702249682,0.00025818704602338573,0.49825691827893814,0.01612120219609784,1,0.07681555194603007,0.00484,False
ghetto_rate,baseline,138.6879,0.20062371332032175,9.0887,3.95168484328584,1,129.59920000000002,1.19,False
ghetto_rate,race_white_black,17.5336,0.06075011244118122,9.0887,3.95168484328584,1,8.4449,1.19,False
ghetto_rate,ethnic_asian_hispanic,14.0982,0.05351506388117481,9.0887,3.95168484328584,1,5.009500000000001,1.19,False
ghetto_rate,income_high_low,106.3303,0.20386960654459327,9.0887,3.95168484328584,1,97.24159999999999,1.19,False
ghetto_rate,political_liberal_conservative,128.4089,0.20221869181391688,9.0887,3.95168484328584,1,119.32019999999999,1.19,False
ghetto_rate,green_yellow,36.3197,0.11117178197506215,9.0887,3.95168484328584,1,27.230999999999998,1.19,False
dissimilarity_index,baseline,0.342251875,0.0008552744674751544,0.1254171875,0.03341776513048351,1,0.21683468749999998,0.01,False
dissimilarity_index,race_white_black,0.13902374999999997,0.00037385731974016816,0.1254171875,0.03341776513048351,1,0.013606562499999975,0.01,False
dissimilarity_index,ethnic_asian_hispanic,0.13333687499999997,0.0003582634800960804,0.1254171875,0.03341776513048351,1,0.007919687499999967,0.01,True
dissimilarity_index,income_high_low,0.29975375,0.0007942031065484415,0.1254171875,0.03341776513048351,1,0.1743365625,0.01,False
dissimilarity_index,political_liberal_conservative,0.326271875,0.0008253515505780805,0.1254171875,0.03341776513048351,1,0.2008546875,0.01,False
dissimilarity_index,green_yellow,0.1757225,0.0004860060578982852,0.1254171875,0.03341776513048351,1,0.050305312500000005,0.01,False
