scenario,mean_di,se,chance_di,excess,ci95_low,ci95_high,at_chance
baseline,0.342251875,0.0008552744674751544,0.1254171875,0.21683468749999998,0.34057553704374866,0.3439282129562513,False
political_liberal_conservative,0.326271875,0.0008253515505780805,0.1254171875,0.2008546875,0.3246541859608669,0.32788956403913305,False
income_high_low,0.29975375,0.0007942031065484415,0.1254171875,0.1743365625,0.29819711191116505,0.3013103880888349,False
green_yellow,0.1757225,0.0004860060578982852,0.1254171875,0.050305312500000005,0.17476992812651937,0.17667507187348064,False
race_white_black,0.13902374999999997,0.00037385731974016816,0.1254171875,0.013606562499999975,0.13829098965330924,0.1397565103466907,False
ethnic_asian_hispanic,0.13333687499999997,0.0003582634800960804,0.1254171875,0.007919687499999967,0.13263467857901165,0.13403907142098828,True
