clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,step,run_id,dissimilarity_index,scenario
26,0.5704225352112676,1.1875,0.1585416666666666,0.4907407407407407,4,999,0,0.3,llm_baseline
29,0.425,1.2375,0.1854613095238095,0.5614035087719298,5,999,1,0.325,llm_baseline
33,0.5228758169934641,1.1625,0.1511607142857143,0.5044642857142857,4,999,2,0.225,llm_baseline
33,0.4189189189189189,1.3,0.1836607142857143,0.5294117647058824,8,999,3,0.3,llm_baseline
33,0.4716981132075472,1.15,0.1725437010247136,0.5219298245614035,4,999,4,0.3,llm_baseline
35,0.3943661971830985,1.275,0.1713988095238095,0.5324074074074074,8,999,5,0.225,llm_baseline
29,0.4357142857142857,1.3,0.2076785714285714,0.5534883720930233,10,999,6,0.3,llm_baseline
25,0.50625,1.225,0.1886607142857143,0.5258620689655172,3,999,7,0.2999999999999999,llm_baseline
34,0.5637583892617449,1.1125,0.1282738095238095,0.4708520179372197,0,999,8,0.175,llm_baseline
32,0.4787878787878787,1.175,0.160297619047619,0.5021097046413502,3,999,9,0.175,llm_baseline
33,0.4527027027027027,1.1375,0.171845238095238,0.4722222222222222,3,999,0,0.3,ethnic_asian_hispanic
24,0.5448717948717948,1.1875,0.1604315476190476,0.4954545454545455,2,999,1,0.2249999999999999,ethnic_asian_hispanic
22,0.5266666666666666,1.2125,0.1967559523809524,0.5229357798165137,7,999,2,0.3,ethnic_asian_hispanic
22,0.5454545454545454,1.175,0.1574404761904762,0.5324074074074074,1,999,3,0.1999999999999999,ethnic_asian_hispanic
28,0.5069444444444444,1.225,0.1664285714285714,0.4741784037558685,4,999,4,0.275,ethnic_asian_hispanic
19,0.4864864864864865,1.325,0.2075892857142857,0.5529953917050692,7,999,5,0.35,ethnic_asian_hispanic
27,0.4866666666666667,1.2,0.1806249999999999,0.5,2,999,6,0.1999999999999999,ethnic_asian_hispanic
21,0.4807692307692308,1.2,0.2046875,0.5466666666666666,3,999,7,0.1999999999999999,ethnic_asian_hispanic
31,0.5032258064516129,1.1375,0.1526190476190476,0.4748858447488584,3,999,8,0.2249999999999999,ethnic_asian_hispanic
25,0.4081632653061224,1.3375,0.2241071428571429,0.5161290322580645,9,999,9,0.35,ethnic_asian_hispanic
36,0.4358974358974359,1.15,0.1548065476190476,0.5109170305676856,3,999,0,0.225,green_yellow
36,0.4235294117647059,1.15,0.1616369047619047,0.5021097046413502,1,999,1,0.3,green_yellow
33,0.4050632911392405,1.2,0.1722619047619047,0.5394736842105263,2,999,2,0.2749999999999999,green_yellow
40,0.2797619047619047,1.2125,0.1902529761904761,0.5527426160337553,4,999,3,0.3249999999999999,green_yellow
43,0.3459119496855345,1.175,0.156547619047619,0.4956896551724138,6,999,4,0.275,green_yellow
42,0.3658536585365853,1.125,0.1601041666666666,0.4891774891774891,1,999,5,,green_yellow
36,0.3662790697674418,1.175,0.1501190476190476,0.512396694214876,3,999,6,,green_yellow
31,0.3866666666666666,1.2375,0.1933779761904762,0.5495495495495496,5,999,7,,green_yellow
46,0.2738095238095238,1.125,0.1170238095238095,0.5062761506276151,1,999,8,,green_yellow
37,0.3478260869565217,1.275,0.1729017857142857,0.5504201680672269,6,999,9,,green_yellow
31,0.5,1.15,0.1572023809523809,0.5116279069767442,3,999,0,0.2999999999999999,income_high_low
34,0.4539473684210526,1.175,0.1554017857142857,0.4772727272727273,2,999,1,0.175,income_high_low
34,0.4718309859154929,1.125,0.1481696428571428,0.4541062801932367,1,999,2,0.2249999999999999,income_high_low
27,0.4965986394557823,1.3,0.2138244047619047,0.511520737327189,9,999,3,0.35,income_high_low
30,0.5342465753424658,1.1125,0.177797619047619,0.4697674418604651,0,999,4,0.275,income_high_low
20,0.5034013605442177,1.275,0.1675892857142857,0.511520737327189,4,999,5,0.35,income_high_low
30,0.5131578947368421,1.1375,0.1628273809523809,0.4794520547945205,1,999,6,0.25,income_high_low
19,0.4802631578947368,1.275,0.2051636904761905,0.5515695067264574,6,999,7,0.3999999999999999,income_high_low
26,0.5157232704402516,1.1375,0.1550030138637733,0.4716157205240174,2,999,8,0.175,income_high_low
25,0.5032679738562091,1.175,0.1847172619047619,0.5405405405405406,4,999,9,0.25,income_high_low
24,0.4683544303797468,1.1875,0.1759672619047619,0.5304347826086957,2,999,0,0.1999999999999999,political_liberal_conservative
28,0.5328947368421053,1.2,0.1461755952380952,0.5158371040723982,4,999,1,0.2,political_liberal_conservative
26,0.5100671140939598,1.175,0.1617559523809523,0.5225225225225225,4,999,2,0.225,political_liberal_conservative
31,0.4041095890410959,1.2125,0.196547619047619,0.5186915887850467,5,999,3,0.3249999999999999,political_liberal_conservative
20,0.4779874213836478,1.3375,0.2153125,0.5491071428571429,8,999,4,0.35,political_liberal_conservative
24,0.5064935064935064,1.1875,0.1730059523809523,0.5069124423963134,4,999,5,0.175,political_liberal_conservative
25,0.5510204081632653,1.1625,0.1901934523809524,0.4954128440366973,3,999,6,0.35,political_liberal_conservative
