clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,step,run_id
27,0.4342105263157895,1.2,0.18464285714285714,0.5,3,0,0
27,0.4342105263157895,1.2,0.18464285714285714,0.5,3,1,0
27,0.4342105263157895,1.2,0.18464285714285714,0.5,3,2,0
27,0.4342105263157895,1.2,0.18464285714285714,0.5,3,3,0
27,0.4342105263157895,1.2,0.18464285714285714,0.5,3,4,0
29,0.5099337748344371,1.1625,0.17394345238095238,0.45622119815668205,5,0,1
29,0.5099337748344371,1.1625,0.17394345238095238,0.45622119815668205,5,1,1
29,0.5099337748344371,1.1625,0.17394345238095238,0.45622119815668205,5,2,1
29,0.5099337748344371,1.1625,0.17394345238095238,0.45622119815668205,5,3,1
29,0.5099337748344371,1.1625,0.17394345238095238,0.45622119815668205,5,4,1
23,0.5345911949685535,1.125,0.16113095238095237,0.5022222222222222,0,0,2
22,0.5304878048780488,1.1125,0.15549107142857144,0.5043478260869565,0,1,2
22,0.5304878048780488,1.1125,0.15549107142857144,0.5043478260869565,0,2,2
22,0.5304878048780488,1.1125,0.15549107142857144,0.5043478260869565,0,3,2
22,0.5304878048780488,1.1125,0.15549107142857144,0.5043478260869565,0,4,2
22,0.5304878048780488,1.1125,0.15549107142857144,0.5043478260869565,0,5,2
22,0.5304878048780488,1.1125,0.15549107142857144,0.5043478260869565,0,6,2
26,0.5548387096774193,1.1125,0.15729166666666666,0.47533632286995514,2,0,3
26,0.5548387096774193,1.1125,0.15729166666666666,0.47533632286995514,2,1,3
26,0.5548387096774193,1.1125,0.15729166666666666,0.47533632286995514,2,2,3
26,0.5548387096774193,1.1125,0.15729166666666666,0.47533632286995514,2,3,3
26,0.5548387096774193,1.1125,0.15729166666666666,0.47533632286995514,2,4,3
25,0.4583333333333333,1.2625,0.20014880952380948,0.5352112676056338,3,0,4
25,0.4583333333333333,1.2625,0.20014880952380948,0.5352112676056338,3,1,4
25,0.4583333333333333,1.2625,0.20014880952380948,0.5352112676056338,3,2,4
25,0.4583333333333333,1.2625,0.20014880952380948,0.5352112676056338,3,3,4
25,0.4583333333333333,1.2625,0.20014880952380948,0.5352112676056338,3,4,4
19,0.5246913580246914,1.1375,0.17336309523809523,0.4646017699115044,4,0,5
19,0.5246913580246914,1.1375,0.17336309523809523,0.4646017699115044,4,1,5
19,0.5246913580246914,1.1375,0.17336309523809523,0.4646017699115044,4,2,5
19,0.5246913580246914,1.1375,0.17336309523809523,0.4646017699115044,4,3,5
19,0.5246913580246914,1.1375,0.17336309523809523,0.4646017699115044,4,4,5
29,0.5135135135135135,1.1125,0.1856845238095238,0.45161290322580644,3,0,6
29,0.5135135135135135,1.1125,0.1856845238095238,0.45161290322580644,3,1,6
29,0.5135135135135135,1.1125,0.1856845238095238,0.45161290322580644,3,2,6
29,0.5135135135135135,1.1125,0.1856845238095238,0.45161290322580644,3,3,6
29,0.5135135135135135,1.1125,0.1856845238095238,0.45161290322580644,3,4,6
28,0.4931506849315068,1.1375,0.18183035714285714,0.46445497630331756,2,0,7
28,0.4931506849315068,1.1375,0.18183035714285714,0.46445497630331756,2,1,7
28,0.4931506849315068,1.1375,0.18183035714285714,0.46445497630331756,2,2,7
28,0.4931506849315068,1.1375,0.18183035714285714,0.46445497630331756,2,3,7
28,0.4931506849315068,1.1375,0.18183035714285714,0.46445497630331756,2,4,7
30,0.5263157894736842,1.125,0.16013392857142858,0.46846846846846846,1,0,8
30,0.5263157894736842,1.125,0.16013392857142858,0.46846846846846846,1,1,8
30,0.5263157894736842,1.125,0.16013392857142858,0.46846846846846846,1,2,8
30,0.5263157894736842,1.125,0.16013392857142858,0.46846846846846846,1,3,8
30,0.5263157894736842,1.125,0.16013392857142858,0.46846846846846846,1,4,8
32,0.5290322580645161,1.125,0.15024110910186858,0.47767857142857145,2,0,9
32,0.5290322580645161,1.125,0.15024110910186858,0.47767857142857145,2,1,9
32,0.5290322580645161,1.125,0.15024110910186858,0.47767857142857145,2,2,9
32,0.5290322580645161,1.125,0.15024110910186858,0.47767857142857145,2,3,9
32,0.5290322580645161,1.125,0.15024110910186858,0.47767857142857145,2,4,9
