run_id,scenario_key,scenario,converged,convergence_step,dissimilarity_index,clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,initial_dissimilarity_index,initial_clusters,initial_switch_rate,initial_distance,initial_mix_deviation,initial_share,initial_ghetto_rate,final_step,n_steps,stop_reason,experiment,llm_model,metrics_source
0,llm_baseline,baseline,True,33.0,0.53125,6,0.12042682926829268,2.834375,0.4122693452380952,0.9128151260504201,223,0.0625,106,0.5216095380029806,1.103125,0.1630840423943872,0.48443983402489627,5,37,38,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
1,llm_baseline,baseline,True,19.0,0.55625,7,0.14710252600297177,2.965625,0.4031436011904762,0.8978328173374613,216,0.15625,103,0.4953416149068323,1.140625,0.1666294642857143,0.4935483870967742,6,23,24,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
2,llm_baseline,baseline,True,41.0,0.46875,11,0.1930835734870317,2.74375,0.3856622023809524,0.8770325203252033,196,0.13749999999999998,108,0.5226209048361935,1.128125,0.15346726190476193,0.4829059829059829,10,45,46,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
3,llm_baseline,baseline,True,29.0,0.64375,7,0.1316931982633864,2.9375,0.4146205357142857,0.9122448979591836,230,0.11875000000000002,112,0.4969604863221885,1.13125,0.1616703869047619,0.47489539748953974,12,33,34,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
4,llm_baseline,baseline,True,37.0,0.46875000000000006,10,0.13493253373313344,2.496875,0.401875,0.9030239833159541,205,0.15000000000000002,89,0.48721804511278194,1.165625,0.17983281086729366,0.5047219307450157,16,41,42,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
5,llm_baseline,baseline,True,40.0,0.5625,8,0.12743628185907047,3.021875,0.4161941964285714,0.9142561983471075,229,0.15000000000000002,93,0.55,1.15625,0.17016369047619048,0.4870689655172414,14,44,45,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
6,llm_baseline,baseline,True,24.0,0.5,8,0.1568627450980392,2.66875,0.39631324404761903,0.8914405010438413,206,0.14375000000000002,98,0.4667697063369397,1.175,0.17106026785714284,0.5175718849840255,9,28,29,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
7,llm_baseline,baseline,True,39.0,0.29999999999999993,12,0.1937869822485207,2.31875,0.36598214285714287,0.8651685393258427,172,0.12500000000000003,96,0.4953416149068323,1.16875,0.17518973214285716,0.5187165775401069,9,43,44,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
8,llm_baseline,baseline,True,25.0,0.4625,7,0.125,2.55,0.40024553571428567,0.900106269925611,208,0.09375,108,0.49216300940438873,1.178125,0.16312127976190477,0.5085287846481876,11,29,30,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
9,llm_baseline,baseline,True,49.0,0.50625,10,0.15532544378698224,2.759375,0.3950037202380952,0.8931535269709544,212,0.10625000000000001,80,0.5378787878787878,1.171875,0.16216517857142856,0.49159663865546216,11,53,54,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
10,llm_baseline,baseline,True,42.0,0.54375,10,0.15053763440860216,2.65625,0.3953869047619048,0.8956796628029505,202,0.15000000000000002,101,0.4976958525345622,1.159375,0.16231770833333334,0.5079533404029692,8,46,47,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
11,llm_baseline,baseline,True,41.0,0.475,10,0.14138438880706922,2.553125,0.4035974702380952,0.9044652128764278,217,0.11875,96,0.5110062893081762,1.15,0.16704241071428572,0.49356223175965663,11,45,46,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
12,llm_baseline,baseline,True,39.0,0.50625,8,0.13690476190476192,2.925,0.40671130952380957,0.9047619047619048,215,0.15000000000000002,87,0.47987616099071206,1.2125,0.18687127976190476,0.5180851063829788,14,43,44,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
13,llm_baseline,baseline,True,22.0,0.5,7,0.14714714714714713,2.828125,0.4057998511904762,0.9041666666666667,219,0.20625000000000002,93,0.5053598774885145,1.16875,0.17334449404761906,0.5037037037037037,7,26,27,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
14,llm_baseline,baseline,True,33.0,0.775,12,0.08787878787878788,4.20625,0.4439471726190476,0.946985446985447,257,0.16875,96,0.5251141552511416,1.128125,0.15883184523809524,0.4873417721518987,9,37,38,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
15,llm_baseline,baseline,True,17.0,0.41250000000000003,9,0.20417287630402384,2.3,0.371279761904762,0.8652631578947368,179,0.14375,89,0.515015015015015,1.153125,0.16106770833333334,0.5057351407716372,6,21,22,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
16,llm_baseline,baseline,True,13.0,0.5187499999999999,9,0.19610778443113772,2.525,0.377094494047619,0.869475847893114,188,0.125,88,0.518796992481203,1.128125,0.15020833333333333,0.49365750528541225,6,17,18,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
17,llm_baseline,baseline,True,44.0,0.41250000000000003,8,0.15269461077844312,2.528125,0.39357142857142857,0.8900414937759336,206,0.11250000000000002,94,0.48628048780487804,1.16875,0.17117559523809525,0.5063559322033898,13,48,49,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
18,llm_baseline,baseline,True,28.0,0.44999999999999996,8,0.12951807228915663,2.909375,0.41146205357142857,0.911578947368421,224,0.1375,91,0.4899536321483771,1.175,0.187132407822063,0.5095541401273885,12,32,33,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
19,llm_baseline,baseline,True,20.0,0.2625,10,0.21364985163204747,2.19375,0.3668452380952381,0.8620331950207469,182,0.06250000000000001,118,0.5038402457757296,1.121875,0.15824404761904762,0.4834224598930481,2,24,25,converged,llm_baseline_20260906_043035,hermes-4.3-36b-vf-lp,live
