step,clusters_mean,clusters_std,clusters_min,clusters_max,switch_rate_mean,switch_rate_std,switch_rate_min,switch_rate_max,distance_mean,distance_std,distance_min,distance_max,mix_deviation_mean,mix_deviation_std,mix_deviation_min,mix_deviation_max,share_mean,share_std,share_min,share_max,ghetto_rate_mean,ghetto_rate_std,ghetto_rate_min,ghetto_rate_max
0,23.71875,4.146020275756514,16,32,0.49923354408629994,0.039453831965126585,0.4144736842105263,0.5766871165644172,1.20390625,0.065687564658721,1.0875,1.375,0.18278009507798373,0.02347267551407311,0.13959821428571426,0.24791666666666665,0.523065285348074,0.03900005506389981,0.46153846153846156,0.6330275229357798,4.234375,2.659169147601475,0,13
1,22.484375,4.193692116909463,14,32,0.4843282007131503,0.04010179193940354,0.4066666666666667,0.5844155844155844,1.2314453125,0.07549414553079334,1.1,1.4375,0.1894133336364102,0.02545019868580256,0.14802591922845085,0.27938988095238093,0.5389377292240886,0.037253007096901235,0.4592274678111588,0.6543778801843319,5.171875,3.209879033966609,0,15
2,21.78125,4.214369786624411,14,32,0.4794407919074742,0.041580765532745166,0.3684210526315789,0.5555555555555556,1.2544921875,0.08554700240531933,1.125,1.475,0.1981328643007836,0.027365468874581994,0.14977396021699818,0.2757886904761905,0.5528757179878238,0.041771763670751264,0.47619047619047616,0.6604651162790698,6.234375,3.654708584999609,0,18
3,20.84375,4.052115849422726,14,30,0.47447006177041223,0.042121747441784936,0.4025157232704403,0.5617283950617284,1.2701171875,0.08818094412201541,1.1,1.575,0.20235061066060125,0.025270485680014967,0.15395833333333334,0.256875,0.5618491909462219,0.04188638792053931,0.4789915966386555,0.6608695652173913,6.5625,3.4451484175645635,0,19
4,20.078125,4.266163242249857,11,32,0.45347608276962537,0.037903445503239507,0.3780487804878049,0.559748427672956,1.2962890625,0.08916165115789622,1.1375,1.5875,0.21191283517461573,0.02713858637402655,0.1486458333333333,0.2780505952380953,0.5761900730678998,0.04221304916886774,0.5,0.6796536796536796,7.625,3.666666666666666,0,20
5,19.28125,3.798365354343809,12,27,0.45002199198133824,0.038334192264684215,0.3581081081081081,0.5515151515151515,1.3099609375,0.08310025999842333,1.15,1.5,0.21751538424408529,0.026597418304027072,0.17037202380952382,0.2764285714285714,0.5847970639112187,0.03962829870894384,0.4957627118644068,0.6785714285714286,8.296875,3.566509509221177,0,18
6,18.76923076923077,3.765672378412448,11,28,0.45153926036650416,0.04680001007633206,0.37662337662337664,0.5789473684210527,1.3234615384615385,0.09448947145765052,1.125,1.55,0.22065220301850047,0.030493413814841285,0.15076853526220615,0.2946654611211574,0.5909731272262103,0.04409816171883676,0.4700460829493088,0.7013574660633484,8.753846153846155,4.194605051546753,1,21
7,18.646153846153847,3.8706861844460523,10,27,0.44320657577792727,0.05458863567703743,0.33116883116883117,0.5548780487804879,1.3403846153846153,0.11059077045402743,1.15,1.625,0.22652714453943765,0.030432413612040198,0.17385416666666667,0.29784226190476193,0.6011541105961757,0.04875924253640911,0.5044642857142857,0.7111111111111111,9.307692307692308,4.506672403652849,2,21
8,18.23076923076923,4.519987661657767,10,29,0.4403058804586091,0.056661447183123895,0.3026315789473684,0.5705128205128205,1.3498076923076923,0.11941614776132187,1.1625,1.7,0.2270007331803218,0.032285855397223694,0.15016369047619044,0.3207291666666667,0.6043849815539863,0.052979024963148935,0.49528301886792453,0.7300884955752213,9.846153846153847,4.9251610672608,1,24
9,17.923076923076923,4.438143236153538,10,30,0.4325237139237662,0.05853681310598909,0.296969696969697,0.5769230769230769,1.3665384615384615,0.11556391317728104,1.1625,1.65,0.23173452786664814,0.03264308373055196,0.16373511904761903,0.3247767857142857,0.6137731970126058,0.052144669647550726,0.4955357142857143,0.7467248908296943,10.261538461538462,4.975806853782998,1,23
