run_id,converged,convergence_step,final_step
0,True,0,4
1,True,0,4
2,True,0,4
3,True,0,4
4,True,1,5
5,True,0,4
6,True,0,4
7,True,5,9
8,True,0,4
9,True,0,4
10,True,0,4
11,True,0,4
12,True,0,4
13,True,0,4
14,True,0,4
15,True,0,4
16,True,0,4
17,True,0,4
18,True,0,4
19,True,0,4
20,True,0,4
21,True,0,4
22,True,0,4
23,True,0,4
24,True,0,4
25,True,0,4
26,True,0,4
27,True,0,4
28,True,0,4
29,True,0,4
30,True,0,4
31,True,1,5
32,True,0,4
33,True,6,10
34,True,0,4
35,True,0,4
36,True,0,4
37,True,0,4
38,True,0,4
39,True,0,4
40,True,0,4
41,True,0,4
42,True,0,4
43,True,0,4
44,True,0,4
45,True,0,4
46,True,0,4
47,True,0,4
48,True,0,4
49,True,0,4
50,True,0,4
51,True,0,4
52,True,0,4
53,True,0,4
54,True,0,4
55,True,0,4
56,True,2,6
57,True,0,4
58,True,0,4
59,True,0,4
60,True,0,4
61,True,0,4
62,True,0,4
63,True,0,4
64,True,3,7
65,True,0,4
66,True,0,4
67,True,5,9
68,True,3,7
69,True,0,4
70,True,0,4
71,True,0,4
72,True,0,4
73,True,0,4
74,True,5,9
75,True,3,7
76,True,0,4
77,True,0,4
78,True,0,4
79,True,1,5
80,True,0,4
81,True,0,4
82,True,0,4
83,True,0,4
84,True,0,4
85,True,0,4
86,True,2,6
87,True,0,4
88,True,0,4
89,True,0,4
90,True,0,4
91,True,1,5
92,True,0,4
93,True,0,4
94,True,0,4
95,True,0,4
96,True,0,4
97,True,0,4
98,True,0,4
99,True,0,4
