clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,step,run_id,dissimilarity_index,scenario
37,0.3971631205673759,1.1875,0.1619345238095238,0.4883720930232558,1,4,0,0.35,llm_baseline
23,0.4736842105263157,1.2375,0.1966517857142857,0.5277777777777778,6,4,1,0.225,llm_baseline
23,0.5,1.2125,0.1709523809523809,0.5302325581395348,3,4,2,0.2,llm_baseline
29,0.5616438356164384,1.0625,0.1768303571428571,0.4788732394366197,0,4,3,0.2,llm_baseline
23,0.4533333333333333,1.2875,0.182172619047619,0.5504587155963303,7,4,4,0.325,llm_baseline
31,0.5170068027210885,1.1375,0.1576488095238095,0.4657534246575342,1,4,5,0.1249999999999999,llm_baseline
35,0.4931506849315068,1.125,0.1568452380952381,0.4360189573459715,1,4,6,0.175,llm_baseline
28,0.5408805031446541,1.125,0.1576190476190476,0.4732142857142857,2,4,7,0.2749999999999999,llm_baseline
22,0.5,1.25,0.1804613095238095,0.5566037735849056,6,4,8,0.275,llm_baseline
28,0.5098039215686274,1.1375,0.1749107142857143,0.4748858447488584,2,4,9,0.1499999999999999,llm_baseline
27,0.4758620689655172,1.1875,0.1594494047619047,0.5116279069767442,1,4,10,0.2999999999999999,llm_baseline
34,0.5133333333333333,1.0875,0.1623065476190476,0.4524886877828054,1,4,11,0.2749999999999999,llm_baseline
29,0.3961038961038961,1.175,0.1864434523809524,0.5137614678899083,6,4,12,0.45,llm_baseline
32,0.5369127516778524,1.1125,0.160922619047619,0.4651162790697674,1,4,13,0.1999999999999999,llm_baseline
36,0.4931506849315068,1.1375,0.1507440476190476,0.4657534246575342,2,4,14,0.2249999999999999,llm_baseline
15,0.5534591194968553,1.2375,0.1717113095238095,0.5347826086956522,2,4,15,0.2,llm_baseline
27,0.5617283950617284,1.0875,0.1598511904761904,0.4978165938864629,2,4,16,0.25,llm_baseline
33,0.5294117647058824,1.0875,0.1576041666666666,0.4343891402714932,1,4,17,0.275,llm_baseline
29,0.5170068027210885,1.175,0.1772321428571428,0.4861111111111111,2,4,18,0.2499999999999999,llm_baseline
23,0.5064102564102564,1.1875,0.177470238095238,0.5,4,4,19,0.25,llm_baseline
25,0.5454545454545454,1.05,0.1565327380952381,0.4419642857142857,0,4,20,0.175,llm_baseline
29,0.4720496894409938,1.1375,0.1959077380952381,0.4377682403433476,2,4,21,0.1999999999999999,llm_baseline
28,0.4805194805194805,1.15,0.1811309523809524,0.4774774774774775,4,4,22,0.2749999999999999,llm_baseline
23,0.5629139072847682,1.225,0.1757886904761904,0.5251141552511416,6,4,23,0.3,llm_baseline
32,0.4836601307189542,1.1625,0.1562946428571428,0.4955357142857143,4,4,24,0.25,llm_baseline
29,0.4545454545454545,1.2125,0.1779315476190476,0.5,6,4,25,0.325,llm_baseline
24,0.538961038961039,1.1625,0.1852678571428571,0.4751131221719457,3,4,26,0.25,llm_baseline
31,0.528169014084507,1.1,0.1406696428571428,0.4626168224299065,0,4,27,0.125,llm_baseline
33,0.4563758389261745,1.1875,0.1499107142857142,0.497737556561086,1,4,28,0.2249999999999999,llm_baseline
34,0.532051282051282,1.1,0.167797619047619,0.4660633484162896,2,4,29,0.2,llm_baseline
30,0.5394736842105263,1.1375,0.1523214285714285,0.4590909090909091,2,4,30,0.1999999999999999,llm_baseline
33,0.4577464788732394,1.15,0.1551041666666666,0.4827586206896552,2,4,31,0.275,llm_baseline
18,0.4713375796178344,1.25,0.1997470238095238,0.52,4,4,32,0.275,llm_baseline
28,0.4805194805194805,1.125,0.1743154761904762,0.4796380090497738,1,4,33,0.3,llm_baseline
25,0.5,1.1625,0.1923809523809524,0.4708520179372197,2,4,34,0.325,llm_baseline
31,0.527027027027027,1.15,0.2083928571428571,0.5093457943925234,4,4,35,0.2,llm_baseline
21,0.5192307692307693,1.1625,0.1736607142857143,0.4755555555555555,1,4,36,0.3,llm_baseline
25,0.5486111111111112,1.175,0.1803869047619047,0.5,3,4,37,0.2499999999999999,llm_baseline
25,0.5306122448979592,1.1625,0.1564136904761904,0.5023041474654378,1,4,38,0.2249999999999999,llm_baseline
28,0.4832214765100671,1.2125,0.1880952380952381,0.5046296296296297,3,4,39,0.325,llm_baseline
23,0.5033557046979866,1.275,0.2119196428571428,0.5388127853881278,9,4,40,0.35,llm_baseline
29,0.5133333333333333,1.15,0.1753273809523809,0.4953703703703703,2,4,41,0.225,llm_baseline
27,0.5165562913907285,1.15,0.1651339285714285,0.4495412844036697,1,4,42,0.175,llm_baseline
27,0.4746835443037974,1.1875,0.194985119047619,0.5,6,4,43,0.375,llm_baseline
30,0.4733333333333333,1.2125,0.1891369047619047,0.4954545454545455,4,4,44,0.4,llm_baseline
33,0.5666666666666667,1.05,0.1585565476190476,0.4423963133640553,0,4,45,0.2749999999999999,llm_baseline
37,0.5066666666666667,1.1,0.1619642857142857,0.4727272727272727,3,4,46,0.2499999999999999,llm_baseline
29,0.551948051948052,1.0875,0.1242708333333333,0.4549549549549549,0,4,47,0.1999999999999999,llm_baseline
26,0.5333333333333333,1.1375,0.1633333333333333,0.4474885844748858,1,4,48,0.2499999999999999,llm_baseline
21,0.4814814814814814,1.1875,0.2165922619047618,0.5155555555555555,7,4,49,0.3,llm_baseline
24,0.5443037974683544,1.1375,0.1600744047619047,0.5066666666666667,3,4,50,0.175,llm_baseline
26,0.4802631578947368,1.175,0.1886011904761904,0.5023474178403756,2,4,51,0.1999999999999999,llm_baseline
25,0.5165562913907285,1.25,0.1819017480409885,0.5246636771300448,4,4,52,0.2999999999999999,llm_baseline
29,0.5172413793103449,1.1625,0.1690625,0.4859813084112149,2,4,53,0.1999999999999999,llm_baseline
35,0.4333333333333333,1.075,0.159375,0.4418604651162791,0,4,54,0.2249999999999999,llm_baseline
26,0.4864864864864865,1.2125,0.1566517857142857,0.4930232558139535,1,4,55,0.1999999999999999,llm_baseline
23,0.4779874213836478,1.2125,0.1914136904761904,0.5570175438596491,5,4,56,0.4,llm_baseline
33,0.4758620689655172,1.125,0.1430803571428571,0.463302752293578,0,4,57,0.2,llm_baseline
22,0.4625,1.225,0.2070238095238095,0.5240174672489083,5,4,58,0.375,llm_baseline
31,0.4868421052631579,1.125,0.144672619047619,0.4615384615384615,2,4,59,0.1999999999999999,llm_baseline
33,0.6099290780141844,1.0625,0.1445238095238095,0.4407582938388625,0,4,60,0.1999999999999999,llm_baseline
22,0.5821917808219178,1.1875,0.1953720238095238,0.5023474178403756,5,4,61,0.3,llm_baseline
26,0.4868421052631579,1.175,0.1724404761904762,0.4977578475336323,2,4,62,0.3,llm_baseline
20,0.4551282051282051,1.2125,0.1964732142857143,0.5176991150442478,3,4,63,0.3,llm_baseline
24,0.5506329113924051,1.125,0.1373065476190476,0.4932735426008968,1,4,64,0.2,llm_baseline
25,0.4726027397260274,1.3625,0.2051785714285713,0.5,8,4,65,0.25,llm_baseline
