scenario,mean_di,se,chance_di,excess,ci95_low,ci95_high,at_chance
green_yellow,0.73773375,0.0007220385300021259,0.1254171875,0.6123165625,0.7363185544811958,0.7391489455188042,False
political_liberal_conservative,0.7349925000000002,0.000822960966328422,0.1254171875,0.6095753125000002,0.7333794965059964,0.7366055034940039,False
baseline,0.7183787500000001,0.0006271112444734541,0.1254171875,0.5929615625000001,0.717149611960832,0.7196078880391681,False
ethnic_asian_hispanic,0.60064375,0.0009481239779171815,0.1254171875,0.47522656250000006,0.5987854270032824,0.6025020729967177,False
race_white_black,0.571011875,0.0009069152391753832,0.1254171875,0.4455946875,0.5692343211312162,0.5727894288687837,False
income_high_low,0.45832437499999995,0.0008329726154254667,0.1254171875,0.3329071874999999,0.45669174867376605,0.45995700132623385,False
