metric,scenario,mean,se,chance,chance_sd,direction,excess,floor,at_chance
clusters,baseline,15.5707,0.042885009775052406,96.12095,8.497430871391112,-1,80.55024999999999,2.55,False
clusters,race_white_black,17.9342,0.04399068712870266,96.12095,8.497430871391112,-1,78.18674999999999,2.55,False
clusters,ethnic_asian_hispanic,13.8563,0.03801512259554868,96.12095,8.497430871391112,-1,82.26464999999999,2.55,False
clusters,income_high_low,37.5544,0.06236211163275928,96.12095,8.497430871391112,-1,58.56654999999999,2.55,False
clusters,political_liberal_conservative,5.5108,0.01924383975553875,96.12095,8.497430871391112,-1,90.61014999999999,2.55,False
clusters,green_yellow,8.9443,0.029951785621999148,96.12095,8.497430871391112,-1,87.17665,2.55,False
switch_rate,baseline,0.08585557030346613,0.0002435358854588975,0.5019598856758957,0.01994623900032337,-1,0.41610431537242953,0.00598,False
switch_rate,race_white_black,0.22267195331992135,0.0003682889862271794,0.5019598856758957,0.01994623900032337,-1,0.2792879323559743,0.00598,False
switch_rate,ethnic_asian_hispanic,0.19096997785037742,0.0003532833981811182,0.5019598856758957,0.01994623900032337,-1,0.3109899078255183,0.00598,False
switch_rate,income_high_low,0.28826690409757894,0.00034480787768293277,0.5019598856758957,0.01994623900032337,-1,0.21369298157831673,0.00598,False
switch_rate,political_liberal_conservative,0.042698924797165874,0.00016777752840744915,0.5019598856758957,0.01994623900032337,-1,0.4592609608787298,0.00598,False
switch_rate,green_yellow,0.05029972851161023,0.0001850156535093709,0.5019598856758957,0.01994623900032337,-1,0.4516601571642854,0.00598,False
distance,baseline,3.6481525,0.0059350669459495384,1.1508834375,0.026682912009809948,1,2.4972690625,0.008,False
distance,race_white_black,2.5636831250000003,0.0037966389977490433,1.1508834375,0.026682912009809948,1,1.4127996875000002,0.008,False
distance,ethnic_asian_hispanic,3.0157706250000005,0.005123486937524905,1.1508834375,0.026682912009809948,1,1.8648871875000004,0.008,False
distance,income_high_low,1.820579375,0.0016206318257742595,1.1508834375,0.026682912009809948,1,0.6696959375,0.008,False
distance,political_liberal_conservative,4.7258278125,0.008155435990770064,1.1508834375,0.026682912009809948,1,3.5749443750000003,0.008,False
distance,green_yellow,4.580320625000001,0.007534481246540892,1.1508834375,0.026682912009809948,1,3.4294371875000005,0.008,False
mix_deviation,baseline,0.4440854966289496,0.00013794136921595594,0.16775411712663657,0.0100359417673305,1,0.276331379502313,0.00301,False
mix_deviation,race_white_black,0.37399397357549813,0.0002125319185881994,0.16775411712663657,0.0100359417673305,1,0.20623985644886156,0.00301,False
mix_deviation,ethnic_asian_hispanic,0.39163092803606075,0.0002013864543737047,0.16775411712663657,0.0100359417673305,1,0.22387681090942418,0.00301,False
mix_deviation,income_high_low,0.32627436977329316,0.00020941121477097095,0.16775411712663657,0.0100359417673305,1,0.1585202526466566,0.00301,False
mix_deviation,political_liberal_conservative,0.4663256415341226,0.00010437544769205566,0.16775411712663657,0.0100359417673305,1,0.298571524407486,0.00301,False
mix_deviation,green_yellow,0.4640831423064821,0.00010823770491667648,0.16775411712663657,0.0100359417673305,1,0.29632902517984555,0.00301,False
share,baseline,0.9222866800205213,0.00021413625015379142,0.49825691827893814,0.01612120219609784,1,0.42402976174158313,0.00484,False
share,race_white_black,0.8279449211361031,0.0002764775013565419,0.49825691827893814,0.01612120219609784,1,0.32968800285716493,0.00484,False
share,ethnic_asian_hispanic,0.8619020390689766,0.00024897020768124617,0.49825691827893814,0.01612120219609784,1,0.3636451207900384,0.00484,False
share,income_high_low,0.7477618838490829,0.0002867161119785378,0.49825691827893814,0.01612120219609784,1,0.2495049655701448,0.00484,False
share,political_liberal_conservative,0.9654330238130165,0.0001209285667233689,0.49825691827893814,0.01612120219609784,1,0.4671761055340784,0.00484,False
share,green_yellow,0.9555593837357029,0.00015496189766448198,0.49825691827893814,0.01612120219609784,1,0.4573024654567648,0.00484,False
ghetto_rate,baseline,238.4396,0.19960205229888842,9.0887,3.95168484328584,1,229.35090000000002,1.19,False
ghetto_rate,race_white_black,170.9872,0.2183806141241995,9.0887,3.95168484328584,1,161.8985,1.19,False
ghetto_rate,ethnic_asian_hispanic,197.5521,0.21142033585925804,9.0887,3.95168484328584,1,188.4634,1.19,False
ghetto_rate,income_high_low,107.528,0.18960937944014575,9.0887,3.95168484328584,1,98.4393,1.19,False
ghetto_rate,political_liberal_conservative,278.9128,0.1281454710170212,9.0887,3.95168484328584,1,269.8241,1.19,False
ghetto_rate,green_yellow,269.811,0.1579406294284103,9.0887,3.95168484328584,1,260.72229999999996,1.19,False
dissimilarity_index,baseline,0.7183787500000001,0.0006271112444734541,0.1254171875,0.03341776513048351,1,0.5929615625000001,0.01,False
dissimilarity_index,race_white_black,0.571011875,0.0009069152391753832,0.1254171875,0.03341776513048351,1,0.4455946875,0.01,False
dissimilarity_index,ethnic_asian_hispanic,0.60064375,0.0009481239779171815,0.1254171875,0.03341776513048351,1,0.47522656250000006,0.01,False
dissimilarity_index,income_high_low,0.45832437499999995,0.0008329726154254667,0.1254171875,0.03341776513048351,1,0.3329071874999999,0.01,False
dissimilarity_index,political_liberal_conservative,0.7349925000000002,0.000822960966328422,0.1254171875,0.03341776513048351,1,0.6095753125000002,0.01,False
dissimilarity_index,green_yellow,0.73773375,0.0007220385300021259,0.1254171875,0.03341776513048351,1,0.6123165625,0.01,False
