run_id,scenario,converged,convergence_step,dissimilarity_index,clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,initial_dissimilarity_index,initial_clusters,initial_switch_rate,initial_distance,initial_mix_deviation,initial_share,initial_ghetto_rate,final_step,n_steps,stop_reason,experiment,llm_model,metrics_source
0,income_high_low,True,0,0.0625,106,0.5216095380029806,1.103125,0.1630840423943872,0.48443983402489627,5,0.0625,106,0.5216095380029806,1.103125,0.1630840423943872,0.48443983402489627,5,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
1,income_high_low,True,0,0.15625,103,0.4953416149068323,1.140625,0.1666294642857143,0.4935483870967742,6,0.15625,103,0.4953416149068323,1.140625,0.1666294642857143,0.4935483870967742,6,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
2,income_high_low,True,0,0.13749999999999998,108,0.5226209048361935,1.128125,0.15346726190476193,0.4829059829059829,10,0.13749999999999998,108,0.5226209048361935,1.128125,0.15346726190476193,0.4829059829059829,10,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
3,income_high_low,True,7,0.125,109,0.4954268292682927,1.146875,0.16326264880952382,0.4827586206896552,15,0.11875000000000002,112,0.4969604863221885,1.13125,0.1616703869047619,0.47489539748953974,12,11,12,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
4,income_high_low,True,0,0.15000000000000002,89,0.48721804511278194,1.165625,0.17983281086729366,0.5047219307450157,16,0.15000000000000002,89,0.48721804511278194,1.165625,0.17983281086729366,0.5047219307450157,16,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
5,income_high_low,True,5,0.15000000000000002,89,0.5559006211180124,1.159375,0.1668266369047619,0.49194414607948445,15,0.15000000000000002,93,0.55,1.15625,0.17016369047619048,0.4870689655172414,14,9,10,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
6,income_high_low,True,4,0.15,95,0.45950155763239875,1.225,0.17230282738095237,0.5272145144076841,19,0.14375000000000002,98,0.4667697063369397,1.175,0.17106026785714284,0.5175718849840255,9,8,9,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
7,income_high_low,True,5,0.13125,94,0.4938080495356037,1.171875,0.17589285714285716,0.5224358974358975,9,0.12500000000000003,96,0.4953416149068323,1.16875,0.17518973214285716,0.5187165775401069,9,9,10,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
8,income_high_low,True,2,0.1,107,0.493730407523511,1.18125,0.1622470238095238,0.5133120340788072,10,0.09375,108,0.49216300940438873,1.178125,0.16312127976190477,0.5085287846481876,11,6,7,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
9,income_high_low,True,6,0.10625000000000004,78,0.541033434650456,1.171875,0.16212425595238095,0.49737118822292326,12,0.10625000000000001,80,0.5378787878787878,1.171875,0.16216517857142856,0.49159663865546216,11,10,11,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
10,income_high_low,True,0,0.15000000000000002,101,0.4976958525345622,1.159375,0.16231770833333334,0.5079533404029692,8,0.15000000000000002,101,0.4976958525345622,1.159375,0.16231770833333334,0.5079533404029692,8,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
11,income_high_low,True,0,0.11875,96,0.5110062893081762,1.15,0.16704241071428572,0.49356223175965663,11,0.11875,96,0.5110062893081762,1.15,0.16704241071428572,0.49356223175965663,11,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
12,income_high_low,True,2,0.15000000000000002,84,0.48302469135802467,1.215625,0.18645089285714284,0.5228966986155484,15,0.15000000000000002,87,0.47987616099071206,1.2125,0.18687127976190476,0.5180851063829788,14,6,7,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
13,income_high_low,True,0,0.20625000000000002,93,0.5053598774885145,1.16875,0.17334449404761906,0.5037037037037037,7,0.20625000000000002,93,0.5053598774885145,1.16875,0.17334449404761906,0.5037037037037037,7,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
14,income_high_low,True,0,0.16875,96,0.5251141552511416,1.128125,0.15883184523809524,0.4873417721518987,9,0.16875,96,0.5251141552511416,1.128125,0.15883184523809524,0.4873417721518987,9,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
15,income_high_low,True,4,0.15625,87,0.5135542168674698,1.159375,0.16241815476190474,0.5130344108446299,7,0.14375,89,0.515015015015015,1.153125,0.16106770833333334,0.5057351407716372,6,8,9,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
16,income_high_low,True,0,0.125,88,0.518796992481203,1.128125,0.15020833333333333,0.49365750528541225,6,0.125,88,0.518796992481203,1.128125,0.15020833333333333,0.49365750528541225,6,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
17,income_high_low,True,2,0.10625000000000001,93,0.48632218844984804,1.171875,0.16963541666666665,0.5095338983050848,13,0.11250000000000002,94,0.48628048780487804,1.16875,0.17117559523809525,0.5063559322033898,13,6,7,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
18,income_high_low,True,8,0.14375000000000002,89,0.4945904173106646,1.178125,0.18690476190476193,0.5154419595314164,15,0.1375,91,0.4899536321483771,1.175,0.187132407822063,0.5095541401273885,12,12,13,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
19,income_high_low,True,1,0.06250000000000001,117,0.5053929121725732,1.125,0.158125,0.48504273504273504,3,0.06250000000000001,118,0.5038402457757296,1.121875,0.15824404761904762,0.4834224598930481,2,5,6,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
20,income_high_low,True,3,0.11875000000000001,88,0.5202492211838006,1.18125,0.15861607142857143,0.5159914712153518,10,0.11875000000000001,88,0.521875,1.178125,0.15890252976190475,0.5160256410256411,10,7,8,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
21,income_high_low,True,1,0.09375000000000003,93,0.5015479876160991,1.16875,0.17900669642857142,0.5069222577209798,13,0.08750000000000002,95,0.4984520123839009,1.165625,0.17831473214285715,0.5042553191489362,12,5,6,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
22,income_high_low,True,1,0.18750000000000003,103,0.45682888540031397,1.18125,0.17670758928571426,0.506951871657754,12,0.18125000000000002,103,0.4606918238993711,1.175,0.1775409226190476,0.5058823529411764,11,5,6,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
23,income_high_low,True,4,0.11250000000000002,97,0.5,1.14375,0.167265625,0.4915433403805497,9,0.10625000000000001,98,0.4939209726443769,1.14375,0.1665736607142857,0.4884210526315789,9,8,9,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
24,income_high_low,True,0,0.14375000000000002,94,0.4791044776119403,1.178125,0.167734375,0.5238095238095238,11,0.14375000000000002,94,0.4791044776119403,1.178125,0.167734375,0.5238095238095238,11,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
25,income_high_low,True,5,0.18125000000000002,85,0.4906832298136646,1.215625,0.1900297619047619,0.5379746835443038,18,0.175,88,0.49074074074074076,1.190625,0.1879315476190476,0.5289778714436248,14,9,10,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
26,income_high_low,True,4,0.14375,104,0.4811320754716981,1.175,0.16110491071428573,0.5036958817317846,10,0.1375,105,0.48043818466353677,1.16875,0.15899925595238093,0.5005268703898841,9,8,9,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
27,income_high_low,True,2,0.10625000000000001,78,0.5023400936037441,1.1875,0.17126860119047618,0.512221041445271,7,0.1,80,0.5007824726134585,1.178125,0.17068824404761904,0.5095744680851064,6,6,7,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
28,income_high_low,True,2,0.1375,92,0.527190332326284,1.1125,0.15428943452380955,0.4707724425887265,2,0.1375,94,0.5242424242424243,1.109375,0.1557105654761905,0.46764091858037576,1,6,7,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
29,income_high_low,True,0,0.1375,84,0.4555052790346908,1.1875,0.19140625,0.5335429769392034,14,0.1375,84,0.4555052790346908,1.1875,0.19140625,0.5335429769392034,14,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
30,income_high_low,True,3,0.10625000000000001,96,0.48353293413173654,1.175,0.16321056547619048,0.4989539748953975,7,0.1,97,0.48059701492537316,1.171875,0.1637127976190476,0.49373695198329853,7,7,8,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
31,income_high_low,True,0,0.125,99,0.4840182648401826,1.146875,0.1668340773809524,0.49269311064718163,8,0.125,99,0.4840182648401826,1.146875,0.1668340773809524,0.49269311064718163,8,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
32,income_high_low,True,5,0.1625,85,0.46070878274268107,1.2125,0.18765252976190477,0.5355249204665959,17,0.16249999999999998,90,0.45622119815668205,1.190625,0.18597470238095237,0.5211864406779662,13,9,10,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
33,income_high_low,True,0,0.10000000000000002,85,0.4909365558912387,1.190625,0.16859002976190476,0.5052301255230126,15,0.10000000000000002,85,0.4909365558912387,1.190625,0.16859002976190476,0.5052301255230126,15,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
34,income_high_low,True,0,0.13125,98,0.508500772797527,1.15,0.16924107142857142,0.4919786096256685,9,0.13125,98,0.508500772797527,1.15,0.16924107142857142,0.4919786096256685,9,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
35,income_high_low,True,0,0.11249999999999998,93,0.49697885196374625,1.14375,0.15364955357142857,0.48523206751054854,7,0.11249999999999998,93,0.49697885196374625,1.14375,0.15364955357142857,0.48523206751054854,7,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
36,income_high_low,True,4,0.125,82,0.4876543209876543,1.2,0.17438616071428573,0.5242105263157895,10,0.125,83,0.48619631901840493,1.190625,0.17386532738095237,0.5204616998950682,9,8,9,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
37,income_high_low,True,0,0.08750000000000002,85,0.5402843601895735,1.175,0.16748883928571429,0.5,14,0.08750000000000002,85,0.5402843601895735,1.175,0.16748883928571429,0.5,14,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
38,income_high_low,True,0,0.1875,88,0.4846153846153846,1.190625,0.18453125,0.5210084033613446,16,0.1875,88,0.4846153846153846,1.190625,0.18453125,0.5210084033613446,16,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
39,income_high_low,True,0,0.1625,96,0.43613707165109034,1.209375,0.20293526785714286,0.5291005291005291,17,0.1625,96,0.43613707165109034,1.209375,0.20293526785714286,0.5291005291005291,17,4,5,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
40,income_high_low,True,1,0.0875,92,0.5068285280728376,1.121875,0.16752604166666668,0.48996832101372756,6,0.0875,92,0.5090361445783133,1.11875,0.16585193452380956,0.48739495798319327,4,5,6,converged,llm_income_high_low_20260906_020732,granite-4.2-30b-vf-lp,live
