metric,n_groups,f_statistic,p_value,significant_p_lt_0_05,status,error
clusters,6,51.257324724924935,1.3380576406995473e-27,True,ok,
switch_rate,6,94.65762704071716,6.389521317520217e-39,True,ok,
distance,6,90.97121691696402,3.889163722451535e-38,True,ok,
mix_deviation,6,93.19126321313699,1.3017060745515216e-38,True,ok,
share,6,119.09182355646128,1.4224899403833544e-43,True,ok,
ghetto_rate,6,99.56067026788679,6.2984999604098165e-40,True,ok,
dissimilarity_index,6,39.61969406517745,2.0117860761184857e-23,True,ok,
