clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,step,run_id,dissimilarity_index,scenario
16,0.5359477124183006,1.3625,0.19424107142857144,0.6026785714285714,9,6,0,0.275,llm_baseline
22,0.5616438356164384,1.2,0.18761904761904763,0.5324074074074074,6,16,1,0.22499999999999998,llm_baseline
15,0.5666666666666667,1.1875,0.15842261904761906,0.5138888888888888,5,19,2,0.27499999999999997,llm_baseline
16,0.56,1.325,0.22236607142857143,0.5981308411214953,15,11,3,0.475,llm_baseline
15,0.4391891891891892,1.325,0.25197916666666664,0.6073059360730594,9,20,4,0.47500000000000003,llm_baseline
19,0.5616438356164384,1.1875,0.18108630952380952,0.5514018691588785,4,15,5,0.325,llm_baseline
21,0.5302013422818792,1.2875,0.20480654761904762,0.5409090909090909,9,20,6,0.375,llm_baseline
17,0.3918918918918919,1.45,0.2727083333333334,0.6330275229357798,15,12,7,0.375,llm_baseline
19,0.48,1.325,0.23017857142857148,0.5669642857142857,11,8,8,0.3,llm_baseline
22,0.4551282051282051,1.3375,0.2201339285714286,0.5803571428571429,10,8,9,0.325,llm_baseline
13,0.5670731707317073,1.1625,0.16354166666666664,0.5330396475770925,4,20,10,0.25,llm_baseline
17,0.41025641025641024,1.3375,0.24270833333333336,0.6036036036036037,12,14,11,0.24999999999999997,llm_baseline
21,0.48201438848920863,1.2875,0.1953125,0.5446009389671361,4,25,12,0.35,llm_baseline
17,0.4863013698630137,1.3,0.23943452380952382,0.6111111111111112,9,6,13,0.32499999999999996,llm_baseline
14,0.44366197183098594,1.4,0.25486607142857143,0.6084905660377359,12,8,14,0.475,llm_baseline
20,0.5069444444444444,1.275,0.20574404761904766,0.5255813953488372,9,8,15,0.42499999999999993,llm_baseline
17,0.5,1.2875,0.20827380952380953,0.580952380952381,10,24,16,0.375,llm_baseline
17,0.4563758389261745,1.3875,0.25427083333333333,0.6226415094339622,14,21,17,0.4,llm_baseline
18,0.5694444444444444,1.2125,0.17712477396021697,0.539906103286385,8,7,18,0.19999999999999996,llm_baseline
20,0.48484848484848486,1.3375,0.19436011904761902,0.5707317073170731,8,21,19,0.4,llm_baseline
24,0.5231788079470199,1.15,0.16053571428571428,0.4954128440366973,3,11,0,0.25,race_white_black
24,0.5789473684210527,1.1625,0.1436607142857143,0.4954128440366973,2,12,1,0.275,race_white_black
18,0.535031847133758,1.175,0.20584821428571426,0.5656108597285068,6,11,2,0.425,race_white_black
21,0.5,1.1125,0.18755952380952381,0.453781512605042,2,10,3,0.275,race_white_black
23,0.5067567567567568,1.2375,0.20367559523809525,0.5138888888888888,3,14,4,0.32499999999999996,race_white_black
21,0.49019607843137253,1.275,0.18523809523809523,0.545045045045045,7,10,5,0.175,race_white_black
19,0.5,1.2875,0.22708333333333336,0.5728155339805825,5,7,6,0.375,race_white_black
26,0.5197368421052632,1.175,0.19190476190476194,0.5069124423963134,4,9,7,0.325,race_white_black
23,0.5,1.225,0.22107142857142853,0.5302325581395348,9,7,8,0.375,race_white_black
17,0.5,1.2125,0.18474702380952382,0.5251141552511416,3,11,9,0.25,race_white_black
18,0.5337423312883436,1.2,0.16936011904761905,0.521551724137931,3,13,10,0.3500000000000001,race_white_black
