run_id,converged,convergence_step,final_step
0,True,76.0,80
1,False,,99
2,True,61.0,65
3,False,,99
4,True,46.0,50
5,False,,99
6,True,43.0,47
7,False,,99
8,True,30.0,34
9,True,44.0,48
10,False,,99
11,True,46.0,50
12,True,22.0,26
13,True,16.0,20
14,False,,99
15,True,68.0,72
16,True,58.0,62
17,True,13.0,17
18,False,,99
19,False,,99
