run_id,converged,convergence_step,final_step
0,True,6,10
1,True,2,6
2,True,13,17
3,True,6,10
4,True,0,4
5,True,0,4
6,True,3,7
7,True,9,13
8,True,8,12
9,True,4,8
10,True,0,4
11,True,0,4
12,True,8,12
13,True,4,8
14,True,9,13
15,True,8,12
16,True,3,7
17,True,1,5
18,True,0,4
19,True,5,9
20,True,2,6
21,True,4,8
22,True,4,8
23,True,0,4
24,True,0,4
25,True,10,14
26,True,1,5
27,True,4,8
28,True,3,7
29,True,10,14
30,True,0,4
31,True,2,6
32,True,3,7
33,True,0,4
34,True,9,13
35,True,2,6
36,True,0,4
37,True,3,7
38,True,0,4
39,True,1,5
40,True,2,6
41,True,6,10
42,True,1,5
43,True,8,12
44,True,6,10
45,True,4,8
46,True,2,6
47,True,2,6
48,True,6,10
49,True,0,4
50,True,0,4
51,True,0,4
52,True,8,12
53,True,5,9
54,True,6,10
55,True,1,5
56,True,0,4
57,True,2,6
58,True,5,9
59,True,0,4
60,True,0,4
61,True,3,7
62,True,10,14
63,True,4,8
64,True,0,4
65,True,2,6
66,True,3,7
67,True,4,8
68,True,5,9
69,True,6,10
70,True,2,6
71,True,0,4
72,True,16,20
73,True,1,5
74,True,0,4
75,True,1,5
76,True,0,4
77,True,1,5
78,True,1,5
79,True,4,8
80,True,7,11
81,True,0,4
82,True,0,4
83,True,5,9
84,True,9,13
85,True,6,10
86,True,21,25
87,True,14,18
88,True,2,6
89,True,1,5
90,True,1,5
91,True,4,8
92,True,0,4
93,True,2,6
94,True,0,4
95,True,0,4
96,True,0,4
97,True,10,14
98,True,1,5
99,True,7,11
