scenario,mean_di,se,chance_di,excess,ci95_low,ci95_high,at_chance
green_yellow,0.255709375,0.0006910534393746584,0.1254171875,0.13029218750000002,0.2543549102588257,0.25706383974117436,False
income_high_low,0.21812124999999996,0.0005743131884325753,0.1254171875,0.09270406249999996,0.21699559615067213,0.2192469038493278,False
political_liberal_conservative,0.20840437499999998,0.0005748503253026717,0.1254171875,0.08298718749999998,0.20727766836240674,0.2095310816375932,False
baseline,0.19965812499999996,0.0005391151185364226,0.1254171875,0.07424093749999996,0.19860145936766857,0.20071479063233136,False
race_white_black,0.134569375,0.00036264436494929905,0.1254171875,0.009152187499999992,0.13385859204469935,0.13528015795530063,True
ethnic_asian_hispanic,0.12987687499999997,0.00034844487158127417,0.1254171875,0.004459687499999976,0.1291939230517007,0.13055982694829926,True
