run_id,converged,convergence_step,final_step
0,True,,unknown
1,True,,unknown
2,True,,unknown
3,True,,unknown
4,True,,unknown
5,True,,unknown
6,True,,unknown
7,True,,unknown
8,True,,unknown
9,True,,unknown
10,True,44.0,44
11,True,256.0,256
12,True,95.0,95
13,True,87.0,87
14,True,44.0,44
15,True,41.0,41
16,True,68.0,68
17,True,93.0,93
18,True,78.0,78
19,True,110.0,110
20,True,62.0,62
21,True,100.0,100
22,True,178.0,178
23,True,164.0,164
24,True,37.0,37
25,True,60.0,60
26,True,167.0,167
27,True,73.0,73
28,True,48.0,48
29,True,129.0,129
30,True,45.0,45
31,True,80.0,80
32,True,61.0,61
33,True,31.0,31
34,True,87.0,87
35,True,118.0,118
36,True,48.0,48
37,True,91.0,91
38,True,68.0,68
39,True,252.0,252
40,True,354.0,354
41,True,103.0,103
42,True,185.0,185
43,True,39.0,39
44,True,48.0,48
45,True,89.0,89
46,True,351.0,351
47,True,129.0,129
48,True,52.0,52
49,True,49.0,49
50,True,80.0,80
51,True,257.0,257
52,True,66.0,66
53,True,49.0,49
54,True,97.0,97
55,True,65.0,65
56,True,112.0,112
57,True,114.0,114
58,True,41.0,41
59,True,79.0,79
60,True,145.0,145
61,True,54.0,54
62,True,32.0,32
63,True,197.0,197
64,True,102.0,102
65,True,82.0,82
66,True,65.0,65
67,True,174.0,174
68,True,282.0,282
69,True,305.0,305
70,True,120.0,120
71,True,105.0,105
72,True,183.0,183
73,True,69.0,69
74,True,102.0,102
75,True,188.0,188
76,True,86.0,86
77,True,62.0,62
78,True,23.0,23
79,True,324.0,324
80,True,217.0,217
81,True,83.0,83
82,True,153.0,153
83,True,152.0,152
84,True,100.0,100
85,True,127.0,127
86,True,45.0,45
87,True,74.0,74
88,True,63.0,63
89,True,66.0,66
90,True,64.0,64
91,True,152.0,152
92,True,119.0,119
93,True,62.0,62
94,True,85.0,85
95,True,78.0,78
96,True,39.0,39
97,True,76.0,76
98,True,52.0,52
99,True,37.0,37
