label,scenario,role,n_similar,n_occupied,sequential_p,sequential_range,concurrent_mean,concurrent_sd,concurrent_min,concurrent_max,interleaved_mean,interleaved_sd,interleaved_min,interleaved_max,campaign_p,campaign_n,campaign_ci_low,campaign_ci_high,campaign_minus_sequential,seq_sampling_p,seq_sampling_n,seq_sampling_ci_low,seq_sampling_ci_high,sequential_inside_seq_sampling_ci
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,0.5221918077709731,0.0,0.49587720633825194,0.029428817443988075,0.4237440807253304,0.5250321559678254,0.47925882747852083,0.025995238473049947,0.4578876292612839,0.5250321559678254,0.5022907122032486,2401,0.48230324313699485,0.5222708627001629,-0.01990109556772446,0.4866666666666667,300,0.43063348243848176,0.5430370090281246,True
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,0.48338363723200856,0.0,0.46949093685766874,0.022497937884588825,0.43153930678858643,0.4880260946097304,0.4643058524866208,0.02846832162640318,0.43153930678858643,0.5074620049434324,0.48541666666666666,2400,0.4654602871224268,0.5054196577125408,0.002033029434658107,0.47,300,0.414257807168565,0.5265007986312991,True
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,0.4276824691960611,0.0,0.4773259324190822,0.029432078037371766,0.4191074284966214,0.511456421508668,0.4651734685971481,0.03723792318273411,0.4335898858118161,0.5335228210861497,0.4835485214493961,2401,0.4636015856273244,0.5035480179058148,0.055866052253334963,0.3933333333333333,300,0.33973815664027024,0.44962577509258,True
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,0.47730679140384885,0.0,0.47993309091724523,0.0185095310199063,0.45036797522863053,0.5064503988110821,0.48450474077465006,0.01070884434250726,0.4657833712201699,0.5064503988110821,0.4814660558100791,2401,0.4615253556521686,0.5014659698471907,0.0041592644062302675,0.47,300,0.414257807168565,0.5265007986312991,True
olmo-2-32b-chat-grammar,baseline,red,0,0,0.45803905376170345,0.0,0.48489553877268093,0.02103543518331821,0.4408031085895162,0.5124791510378987,0.48951147715216603,0.005860753508886053,0.47813384748437343,0.4943783666679584,0.48063306955435237,2401,0.460694960761772,0.5006330535240754,0.022594015792648914,0.48333333333333334,300,0.4273534010031743,0.5397347133300835,True
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,0.4974308611960353,0.0,0.44772118451426274,0.022875243198503713,0.39895701194050603,0.4974308611960353,0.45782732835954,0.018110716804834042,0.4147155288978323,0.47153221115494187,0.47188671386922115,2401,0.4519791675752858,0.49188407896868613,-0.02554414732681415,0.48,300,0.4240757908015887,0.5364299463983206,True
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,0.600286333222046,0.0,0.5652970520999462,0.05161787056761503,0.4663320119269049,0.6135224392121095,0.5968337949415837,0.013448746321849272,0.5836020542515384,0.6135224392121095,0.5443565181174511,2401,0.5243803082439068,0.5641910138756042,-0.05592981510459494,0.5866666666666667,300,0.5301895702243481,0.6409522352427112,True
olmo-2-32b-chat-grammar,income_high_low,red,0,0,0.5022249517945863,0.0,0.48609988789095887,0.021081784126423288,0.4689635667550229,0.5459978815543094,0.47277941248766253,0.0028181888434664227,0.4689635667550229,0.47468733535398233,0.4539775093710954,2401,0.4341517079021892,0.473950347551276,-0.04824744242349088,0.4866666666666667,300,0.43063348243848176,0.5430370090281246,True
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,0.9358633976269422,0.0,0.9371410146910072,0.00297813748263487,0.9321673133361847,0.9404682841465745,0.9389798761419522,0.006472470023281603,0.9235522052159304,0.9463558868543209,0.9423480083857443,954,0.9257064460991373,0.9554413344942303,0.006484610758802134,0.95,300,0.9191522802928904,0.9694686327091473,True
olmo-2-32b-chat-grammar,race_white_black,red,5,6,0.0015294114342217229,0.0,0.0013534597130862146,0.00013606532680416293,0.0012125815856002657,0.0015332726107458203,0.001299013875193573,0.00020560369687922992,0.0011327492833816159,0.0017251718676346323,0.00202020202020202,495,0.00035669514308938645,0.01135363535059839,0.0004907905859802973,0.0,300,0.0,0.012643429997735661,True
