label,scenario,role,n_similar,n_occupied,sequential_p,sequential_range,concurrent_mean,concurrent_sd,concurrent_min,concurrent_max,interleaved_mean,interleaved_sd,interleaved_min,interleaved_max,campaign_p,campaign_n,campaign_ci_low,campaign_ci_high,campaign_minus_sequential,seq_sampling_p,seq_sampling_n,seq_sampling_ci_low,seq_sampling_ci_high,sequential_inside_seq_sampling_ci
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,0.4746882525888081,0.0,0.5159494430087922,0.03149095183178755,0.46108880958954934,0.5639427708374063,0.547287009978747,0.04122581680224264,0.5110779772494245,0.6117843277164009,0.5106205747605165,2401,0.490624091376182,0.5305831265960953,0.035932322171708386,0.51,300,0.45366316504261445,0.5660839663574307,True
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,0.5577587563751237,0.0,0.5546975339707625,0.028984825477946112,0.5165535416436337,0.5967673195023407,0.552125788038395,0.02683583755864942,0.5165535416436337,0.5967673195023407,0.5364735306377657,2399,0.516476061467408,0.5563543739637082,-0.021285225737358027,0.5633333333333334,300,0.5067581755681922,0.6183069899654279,True
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,0.4861638130707875,2.7461217189106435e-09,0.4185302906329789,0.02890598219766153,0.3682636627095485,0.4861638130707875,0.40761366386660963,0.029664262717500518,0.34485185070457075,0.4658449633638394,0.4448146605581008,2401,0.42504069373686637,0.4647649383679675,-0.04134915251268667,0.5366666666666666,300,0.4801310310375517,0.5922751174292809,True
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,0.6148385648300698,0.0,0.5878917245649536,0.0362543067965893,0.5220251717898386,0.676548119464905,0.5942501925805223,0.052907728686887534,0.5104812517426944,0.6553928853302751,0.5589337775926697,2401,0.5389946938081098,0.5786845745478599,-0.05590478723740011,0.61,300,0.5537475215057107,0.6634709238947875,True
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,0.4437906169584284,0.0,0.4540010964347742,0.03093780511723723,0.4124062700012898,0.5000724705033394,0.4404217145457247,0.03719717945887436,0.36065262991859115,0.489217511226223,0.42357351103706786,2401,0.4039460349568586,0.44344516120342065,-0.020217105921360556,0.4266666666666667,300,0.37197260006995525,0.4832151029963794,True
hermes-4.3-36b-chat-grammar,baseline,red,3,8,0.5638921076820906,0.0,0.5813171788489273,0.06833192655765806,0.5083858240652555,0.6739079731361033,0.5737310805082722,0.061413215606516705,0.5235535737353979,0.6511140079629039,0.5924071756362119,2397,0.5726026408643172,0.6119159879365166,0.028515067954121287,0.58,300,0.5234821059002049,0.6344949453001573,True
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,0.6103210281432342,0.0,0.6213067125989782,0.02677758645212481,0.570454726352082,0.6645488049412543,0.6175268767373343,0.016772804654815284,0.6016429231610744,0.6645488049412543,0.5948936170212766,2350,0.5749059060447739,0.6145715847090645,-0.015427411121957557,0.6133333333333333,300,0.5571234733195609,0.6666773492142857,True
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,0.41762771697225604,0.0,0.4112055928800196,0.030980901424424192,0.37468166506504824,0.47396917193214183,0.390946138462994,0.023302420739257975,0.36051719239616536,0.43504252139078964,0.3973344439816743,2401,0.37793954790933926,0.4170573450253139,-0.020293272990581757,0.43,300,0.3752101984887211,0.4865598817109618,True
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,0.9334104220104337,0.0,0.9322733787167664,0.009791733839910213,0.9210591366659563,0.9495057459639366,0.9392290310037521,0.0058215540724044345,0.9338557426781338,0.9530898264649235,0.9253731343283582,1139,0.9086403828006374,0.9392461484561877,-0.008037287682075456,0.9433333333333334,300,0.9111333346485289,0.9643228240868122,True
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,0.995472309936233,0.0,0.9942373102359032,0.0009361954718979104,0.9922486303476128,0.995472309936233,0.9940610759948018,0.001072294111730008,0.992273705057217,0.9952441859453353,0.9939393939393939,495,0.9823343042862253,0.9979367877798734,-0.0015329159968391348,0.9966666666666667,300,0.9813628354450568,0.9994113574238592,True
