clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,step,run_id
26,0.48717948717948717,1.225,0.20343750000000002,0.5377777777777778,5,0,10
26,0.48717948717948717,1.225,0.20343750000000002,0.5377777777777778,5,1,10
26,0.48717948717948717,1.225,0.20343750000000002,0.5377777777777778,5,2,10
26,0.48717948717948717,1.225,0.20343750000000002,0.5377777777777778,5,3,10
26,0.48717948717948717,1.225,0.20343750000000002,0.5377777777777778,5,4,10
27,0.5419354838709678,1.1125,0.15,0.46153846153846156,2,0,11
27,0.5419354838709678,1.1125,0.15,0.46153846153846156,2,1,11
27,0.5419354838709678,1.1125,0.15,0.46153846153846156,2,2,11
27,0.5419354838709678,1.1125,0.15,0.46153846153846156,2,3,11
27,0.5419354838709678,1.1125,0.15,0.46153846153846156,2,4,11
30,0.5563380281690141,1.1,0.15846726190476193,0.4532710280373832,0,0,12
30,0.5563380281690141,1.1,0.15846726190476193,0.4532710280373832,0,1,12
30,0.5563380281690141,1.1,0.15846726190476193,0.4532710280373832,0,2,12
30,0.5563380281690141,1.1,0.15846726190476193,0.4532710280373832,0,3,12
30,0.5563380281690141,1.1,0.15846726190476193,0.4532710280373832,0,4,12
30,0.47368421052631576,1.175,0.21254464285714283,0.5158371040723982,5,0,13
30,0.47368421052631576,1.175,0.21254464285714283,0.5158371040723982,5,1,13
30,0.47368421052631576,1.175,0.21254464285714283,0.5158371040723982,5,2,13
30,0.47368421052631576,1.175,0.21254464285714283,0.5158371040723982,5,3,13
30,0.47368421052631576,1.175,0.21254464285714283,0.5158371040723982,5,4,13
29,0.5133333333333333,1.1375,0.16967261904761904,0.47465437788018433,2,0,14
29,0.5133333333333333,1.1375,0.16967261904761904,0.47465437788018433,2,1,14
29,0.5133333333333333,1.1375,0.16967261904761904,0.47465437788018433,2,2,14
29,0.5133333333333333,1.1375,0.16967261904761904,0.47465437788018433,2,3,14
29,0.5133333333333333,1.1375,0.16967261904761904,0.47465437788018433,2,4,14
32,0.5133333333333333,1.1125,0.14023809523809522,0.48148148148148145,0,0,15
32,0.5133333333333333,1.1125,0.14023809523809522,0.48148148148148145,0,1,15
32,0.5133333333333333,1.1125,0.14023809523809522,0.48148148148148145,0,2,15
32,0.5133333333333333,1.1125,0.14023809523809522,0.48148148148148145,0,3,15
32,0.5133333333333333,1.1125,0.14023809523809522,0.48148148148148145,0,4,15
22,0.527027027027027,1.175,0.16907738095238095,0.49074074074074076,5,0,16
22,0.527027027027027,1.175,0.16907738095238095,0.49074074074074076,5,1,16
22,0.527027027027027,1.175,0.16907738095238095,0.49074074074074076,5,2,16
22,0.527027027027027,1.175,0.16907738095238095,0.49074074074074076,5,3,16
22,0.527027027027027,1.175,0.16907738095238095,0.49074074074074076,5,4,16
29,0.43661971830985913,1.2125,0.20159226190476193,0.5317073170731708,5,0,17
29,0.43661971830985913,1.2125,0.20159226190476193,0.5317073170731708,5,1,17
29,0.43661971830985913,1.2125,0.20159226190476193,0.5317073170731708,5,2,17
29,0.43661971830985913,1.2125,0.20159226190476193,0.5317073170731708,5,3,17
29,0.43661971830985913,1.2125,0.20159226190476193,0.5317073170731708,5,4,17
25,0.5789473684210527,1.075,0.15163690476190475,0.45161290322580644,0,0,18
25,0.5789473684210527,1.075,0.15163690476190475,0.45161290322580644,0,1,18
25,0.5789473684210527,1.075,0.15163690476190475,0.45161290322580644,0,2,18
25,0.5789473684210527,1.075,0.15163690476190475,0.45161290322580644,0,3,18
25,0.5789473684210527,1.075,0.15163690476190475,0.45161290322580644,0,4,18
22,0.4421768707482993,1.2625,0.2017261904761905,0.5622119815668203,9,0,19
22,0.4421768707482993,1.2625,0.2017261904761905,0.5622119815668203,9,1,19
22,0.4421768707482993,1.2625,0.2017261904761905,0.5622119815668203,9,2,19
22,0.4421768707482993,1.2625,0.2017261904761905,0.5622119815668203,9,3,19
22,0.4421768707482993,1.2625,0.2017261904761905,0.5622119815668203,9,4,19
26,0.5384615384615384,1.225,0.18589285714285714,0.4955357142857143,7,0,20
26,0.5384615384615384,1.225,0.18589285714285714,0.4955357142857143,7,1,20
26,0.5384615384615384,1.225,0.18589285714285714,0.4955357142857143,7,2,20
26,0.5384615384615384,1.225,0.18589285714285714,0.4955357142857143,7,3,20
26,0.5384615384615384,1.225,0.18589285714285714,0.4955357142857143,7,4,20
24,0.4875,1.1875,0.1637797619047619,0.5283842794759825,4,0,21
24,0.4875,1.1875,0.1637797619047619,0.5283842794759825,4,1,21
24,0.4875,1.1875,0.1637797619047619,0.5283842794759825,4,2,21
24,0.4875,1.1875,0.1637797619047619,0.5283842794759825,4,3,21
24,0.4875,1.1875,0.1637797619047619,0.5283842794759825,4,4,21
29,0.5128205128205128,1.1,0.156875,0.4954128440366973,1,0,22
29,0.5128205128205128,1.1,0.156875,0.4954128440366973,1,1,22
29,0.5128205128205128,1.1,0.156875,0.4954128440366973,1,2,22
29,0.5128205128205128,1.1,0.156875,0.4954128440366973,1,3,22
29,0.5128205128205128,1.1,0.156875,0.4954128440366973,1,4,22
23,0.4805194805194805,1.2125,0.1847172619047619,0.5022421524663677,6,0,23
23,0.4805194805194805,1.2125,0.1847172619047619,0.5022421524663677,6,1,23
23,0.4805194805194805,1.2125,0.1847172619047619,0.5022421524663677,6,2,23
23,0.4805194805194805,1.2125,0.1847172619047619,0.5022421524663677,6,3,23
23,0.4805194805194805,1.2125,0.1847172619047619,0.5022421524663677,6,4,23
20,0.5,1.25,0.2062797619047619,0.5308056872037915,6,0,24
20,0.5,1.25,0.2062797619047619,0.5308056872037915,6,1,24
20,0.5,1.25,0.2062797619047619,0.5308056872037915,6,2,24
20,0.5,1.25,0.2062797619047619,0.5308056872037915,6,3,24
20,0.5,1.25,0.2062797619047619,0.5308056872037915,6,4,24
26,0.506578947368421,1.1875,0.1624404761904762,0.5045454545454545,3,0,25
26,0.506578947368421,1.1875,0.1624404761904762,0.5045454545454545,3,1,25
26,0.506578947368421,1.1875,0.1624404761904762,0.5045454545454545,3,2,25
26,0.506578947368421,1.1875,0.1624404761904762,0.5045454545454545,3,3,25
26,0.506578947368421,1.1875,0.1624404761904762,0.5045454545454545,3,4,25
30,0.4863013698630137,1.1125,0.15854166666666666,0.4788732394366197,1,0,26
30,0.4863013698630137,1.1125,0.15854166666666666,0.4788732394366197,1,1,26
30,0.4863013698630137,1.1125,0.15854166666666666,0.4788732394366197,1,2,26
30,0.4863013698630137,1.1125,0.15854166666666666,0.4788732394366197,1,3,26
30,0.4863013698630137,1.1125,0.15854166666666666,0.4788732394366197,1,4,26
20,0.4675324675324675,1.1875,0.18824404761904762,0.502262443438914,3,0,27
20,0.4675324675324675,1.1875,0.18824404761904762,0.502262443438914,3,1,27
20,0.4675324675324675,1.1875,0.18824404761904762,0.502262443438914,3,2,27
20,0.4675324675324675,1.1875,0.18824404761904762,0.502262443438914,3,3,27
20,0.4675324675324675,1.1875,0.18824404761904762,0.502262443438914,3,4,27
28,0.4647887323943662,1.25,0.1922767857142857,0.5428571428571428,5,0,28
28,0.4647887323943662,1.25,0.1922767857142857,0.5428571428571428,5,1,28
28,0.4647887323943662,1.25,0.1922767857142857,0.5428571428571428,5,2,28
28,0.4647887323943662,1.25,0.1922767857142857,0.5428571428571428,5,3,28
28,0.4647887323943662,1.25,0.1922767857142857,0.5428571428571428,5,4,28
27,0.5342465753424658,1.1625,0.1724702380952381,0.4439461883408072,2,0,29
27,0.5342465753424658,1.1625,0.1724702380952381,0.4439461883408072,2,1,29
27,0.5342465753424658,1.1625,0.1724702380952381,0.4439461883408072,2,2,29
27,0.5342465753424658,1.1625,0.1724702380952381,0.4439461883408072,2,3,29
27,0.5342465753424658,1.1625,0.1724702380952381,0.4439461883408072,2,4,29
27,0.5472972972972973,1.15,0.14854166666666666,0.47706422018348627,1,0,30
27,0.5472972972972973,1.15,0.14854166666666666,0.47706422018348627,1,1,30
27,0.5472972972972973,1.15,0.14854166666666666,0.47706422018348627,1,2,30
