clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,step,run_id,scenario
27,0.46,1.175,0.1953422619047619,0.5137614678899083,0,29,1,green_yellow
38,0.484472049689441,1.0625,0.1180803571428571,0.4497816593886463,1,22,2,green_yellow
23,0.4583333333333333,1.2375,0.2180505952380952,0.5683760683760684,6,64,3,green_yellow
30,0.3642384105960264,1.3625,0.219360119047619,0.5540540540540541,11,31,4,green_yellow
26,0.5340909090909091,1.0625,0.1362202380952381,0.4747899159663865,1,17,5,green_yellow
21,0.4666666666666667,1.2875,0.1951928872814948,0.568,11,90,6,green_yellow
24,0.5416666666666666,1.125,0.1688988095238095,0.5384615384615384,2,37,7,green_yellow
18,0.4285714285714285,1.3,0.2160119047619047,0.5965665236051502,9,16,8,green_yellow
19,0.4117647058823529,1.375,0.2318154761904762,0.6160337552742616,12,31,9,green_yellow
29,0.4615384615384615,1.175,0.1566220238095238,0.5169491525423728,1,49,10,green_yellow
17,0.3414634146341463,1.5375,0.2846130952380952,0.6853448275862069,17,113,11,green_yellow
17,0.4337349397590361,1.4125,0.2345089285714285,0.592274678111588,12,12,12,green_yellow
18,0.4078947368421052,1.45,0.2395684523809524,0.6261261261261262,17,36,13,green_yellow
17,0.4594594594594595,1.45,0.2234226190476191,0.6116071428571429,10,28,14,green_yellow
15,0.5056179775280899,1.2125,0.1848214285714285,0.5650406504065041,4,63,15,green_yellow
20,0.4632768361581921,1.25,0.1966369047619047,0.5625,8,60,16,green_yellow
24,0.4679487179487179,1.3125,0.1954761904761905,0.5758928571428571,6,89,17,green_yellow
14,0.4550898203592814,1.45,0.221235119047619,0.6239316239316239,16,76,18,green_yellow
9,0.4615384615384615,1.25,0.2156845238095238,0.573170731707317,7,108,19,green_yellow
19,0.5224719101123596,1.2,0.1682886904761905,0.5368852459016393,4,26,20,green_yellow
11,0.3292682926829268,1.75,0.3102380952380952,0.73568281938326,24,87,21,green_yellow
17,0.3699421965317919,1.525,0.2461755952380952,0.6611570247933884,17,52,22,green_yellow
17,0.4900662251655629,1.325,0.2119047619047619,0.589041095890411,14,22,23,green_yellow
26,0.4850299401197604,1.1875,0.1963244047619047,0.5341880341880342,4,21,24,green_yellow
14,0.4463276836158192,1.475,0.257797619047619,0.6219512195121951,18,73,25,green_yellow
18,0.4294871794871794,1.4125,0.203125,0.5921052631578947,11,43,26,green_yellow
19,0.4251497005988024,1.3875,0.2301488095238095,0.6196581196581197,11,89,27,green_yellow
15,0.4457831325301205,1.3125,0.2119642857142857,0.5470085470085471,7,37,28,green_yellow
12,0.4491017964071856,1.475,0.2508333333333333,0.5957446808510638,14,60,29,green_yellow
26,0.3630952380952381,1.3375,0.2105616605616605,0.5793991416309013,10,29,30,green_yellow
16,0.5028901734104047,1.2625,0.2037797619047618,0.5606694560669456,7,32,31,green_yellow
17,0.4090909090909091,1.35,0.2401041666666666,0.6270491803278688,9,56,32,green_yellow
10,0.4761904761904761,1.4375,0.2209077380952381,0.6401673640167364,12,59,33,green_yellow
14,0.4037267080745341,1.4375,0.251860119047619,0.6217391304347826,12,67,34,green_yellow
21,0.4727272727272727,1.3,0.1863392857142857,0.5887445887445888,7,58,35,green_yellow
23,0.475,1.25,0.1977678571428571,0.543859649122807,5,27,36,green_yellow
15,0.4770114942528735,1.25,0.192172619047619,0.5774058577405857,5,57,37,green_yellow
25,0.4860335195530726,1.1625,0.164360119047619,0.5306122448979592,5,30,38,green_yellow
33,0.4444444444444444,1.15,0.1811309523809524,0.5256410256410257,3,12,39,green_yellow
16,0.3218390804597701,1.4,0.265922619047619,0.6244725738396625,11,35,40,green_yellow
18,0.4942528735632184,1.25,0.1855937311633514,0.5630252100840336,3,44,41,green_yellow
22,0.4910179640718562,1.1875,0.1696130952380952,0.4936708860759494,4,10,42,green_yellow
24,0.461038961038961,1.2375,0.1831696428571428,0.5663716814159292,2,44,43,green_yellow
18,0.44375,1.325,0.2291666666666666,0.6177777777777778,8,34,44,green_yellow
19,0.4761904761904761,1.325,0.2036607142857143,0.5899581589958159,10,38,45,green_yellow
18,0.4230769230769231,1.3,0.1801339285714285,0.6141732283464567,5,65,46,green_yellow
17,0.4654088050314465,1.3125,0.2166517857142857,0.5550660792951542,9,36,47,green_yellow
28,0.4183006535947712,1.3125,0.2236904761904762,0.5585585585585585,7,33,48,green_yellow
23,0.5185185185185185,1.1625,0.1730208333333333,0.5258620689655172,4,40,49,green_yellow
22,0.4049079754601227,1.2875,0.2072031344183243,0.5720524017467249,9,41,50,green_yellow
16,0.453416149068323,1.35,0.2107589285714285,0.5608695652173913,7,106,51,green_yellow
11,0.3664596273291925,1.625,0.2666071428571429,0.6593886462882096,21,97,52,green_yellow
15,0.4620253164556962,1.4125,0.2114285714285714,0.5919282511210763,11,20,53,green_yellow
18,0.422077922077922,1.4125,0.2462797619047619,0.5990990990990991,16,46,54,green_yellow
13,0.3926380368098159,1.4625,0.2697767857142857,0.6422413793103449,17,70,55,green_yellow
15,0.490566037735849,1.2875,0.2120982142857143,0.5739910313901345,9,34,56,green_yellow
21,0.5,1.1875,0.1738988095238095,0.521551724137931,4,10,57,green_yellow
19,0.4567901234567901,1.325,0.2005059523809524,0.5608695652173913,8,47,58,green_yellow
18,0.5,1.075,0.1301339285714285,0.4384615384615384,0,49,59,green_yellow
18,0.4540229885057471,1.2625,0.199985119047619,0.5532786885245902,4,34,60,green_yellow
21,0.4522292993630573,1.325,0.2132142857142857,0.5982142857142857,10,108,61,green_yellow
19,0.4375,1.275,0.2424404761904762,0.5714285714285714,7,60,62,green_yellow
27,0.4512195121951219,1.1625,0.1698363095238095,0.4913043478260869,2,21,63,green_yellow
25,0.4096385542168674,1.2375,0.2128720238095238,0.5665236051502146,4,37,64,green_yellow
29,0.5443037974683544,1.125,0.1565178571428571,0.4497816593886463,3,32,65,green_yellow
30,0.4437086092715231,1.2125,0.1997470238095238,0.5162790697674419,5,18,66,green_yellow
20,0.46875,1.3,0.2054166666666666,0.5714285714285714,7,31,67,green_yellow
19,0.4459459459459459,1.2875,0.2320238095238095,0.5844748858447488,8,92,68,green_yellow
25,0.4,1.425,0.2336458333333333,0.5925925925925926,12,64,69,green_yellow
19,0.4337349397590361,1.4,0.2352083333333333,0.6017316017316018,10,26,70,green_yellow
19,0.5586592178770949,1.1375,0.1526069921639541,0.491869918699187,3,40,71,green_yellow
16,0.4705882352941176,1.3,0.220639880952381,0.6125,10,46,72,green_yellow
17,0.4593023255813953,1.325,0.220595238095238,0.5809128630705395,9,113,73,green_yellow
28,0.437125748502994,1.25,0.1966815476190476,0.5635593220338984,6,27,74,green_yellow
18,0.4493670886075949,1.3,0.2078125,0.589041095890411,10,33,75,green_yellow
26,0.4736842105263157,1.1625,0.1547916666666666,0.5148936170212766,4,31,76,green_yellow
21,0.4878048780487805,1.2375,0.2012946428571428,0.5367965367965368,9,23,77,green_yellow
11,0.4777777777777778,1.325,0.205,0.6153846153846154,12,58,78,green_yellow
24,0.4591194968553459,1.175,0.1910565476190476,0.4978165938864629,5,15,79,green_yellow
19,0.4556962025316455,1.3,0.2261607142857143,0.5982142857142857,5,22,80,green_yellow
26,0.50625,1.2,0.1627380952380952,0.4912280701754385,3,9,81,green_yellow
23,0.5063291139240507,1.1625,0.1579315476190476,0.5087719298245614,3,66,82,green_yellow
25,0.5096774193548387,1.25,0.1997767857142857,0.5201793721973094,9,13,83,green_yellow
24,0.4810126582278481,1.2375,0.1947619047619047,0.5560344827586207,4,32,84,green_yellow
30,0.4906832298136646,1.1625,0.1396875,0.4912280701754385,3,29,85,green_yellow
27,0.48125,1.225,0.1934374999999999,0.5286343612334802,5,28,86,green_yellow
21,0.4540229885057471,1.2,0.188110119047619,0.5311203319502075,2,18,87,green_yellow
21,0.423841059602649,1.2875,0.217485119047619,0.5405405405405406,7,22,88,green_yellow
21,0.494047619047619,1.2125,0.1937053571428571,0.5427350427350427,3,12,89,green_yellow
18,0.4900662251655629,1.2625,0.2061011904761905,0.5520361990950227,9,16,90,green_yellow
21,0.4335260115606936,1.2625,0.2249404761904761,0.5950413223140496,4,99,91,green_yellow
22,0.4080459770114942,1.225,0.1999255952380952,0.5267489711934157,3,46,92,green_yellow
19,0.4906832298136646,1.2625,0.1910416666666666,0.5347826086956522,7,17,93,green_yellow
23,0.4605263157894737,1.4125,0.1950595238095238,0.5529953917050692,8,23,94,green_yellow
29,0.48125,1.175,0.1611755952380952,0.5244444444444445,4,48,95,green_yellow
20,0.4873417721518987,1.2125,0.1969196428571428,0.5405405405405406,3,32,96,green_yellow
17,0.5207100591715976,1.1625,0.1768898809523809,0.4892703862660944,5,15,97,green_yellow
17,0.5641025641025641,1.2,0.1730654761904762,0.5426008968609866,8,35,98,green_yellow
19,0.4367088607594936,1.3125,0.2395089285714285,0.5377777777777778,10,20,99,green_yellow
12,0.1677018633540372,2.275,0.3670684523809524,0.8173913043478261,39,999,0,ethnic_asian_hispanic
8,0.119047619047619,2.775,0.4271398432790838,0.8927038626609443,54,999,1,ethnic_asian_hispanic
8,0.1893491124260355,2.525,0.3818749999999999,0.8405172413793104,44,999,2,ethnic_asian_hispanic
14,0.2331288343558282,1.825,0.3377380952380952,0.7947598253275109,31,999,3,ethnic_asian_hispanic
