clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,step,run_id,dissimilarity_index,scenario
28,0.4679487179487179,1.2125,0.1804464285714286,0.4955357142857143,4,4,0,0.3249999999999999,llm_baseline
15,0.4038461538461538,1.35,0.2245238095238095,0.583710407239819,7,4,1,0.5750000000000001,llm_baseline
22,0.5,1.2625,0.1930059523809523,0.5596330275229358,4,4,2,0.275,llm_baseline
23,0.5220125786163522,1.175,0.1626934523809524,0.484304932735426,4,4,3,0.2249999999999999,llm_baseline
21,0.5135135135135135,1.275,0.1988839285714286,0.5116279069767442,8,4,4,0.2499999999999999,llm_baseline
25,0.547945205479452,1.15,0.1648809523809523,0.4880382775119617,1,4,5,0.3,llm_baseline
27,0.4868421052631579,1.1625,0.1807291666666666,0.5114155251141552,3,4,6,0.275,llm_baseline
25,0.4533333333333333,1.2,0.2158184523809523,0.4772727272727273,4,4,7,0.425,llm_baseline
22,0.4930555555555556,1.2375,0.2030059523809523,0.5529953917050692,5,4,8,0.3,llm_baseline
35,0.48,1.1125,0.1617857142857143,0.4841628959276018,1,4,9,0.175,llm_baseline
28,0.5374149659863946,1.15,0.1480208333333333,0.4908256880733945,2,4,10,0.0999999999999999,llm_baseline
30,0.5060975609756098,1.1125,0.1407738095238095,0.5086206896551724,3,4,11,0.25,llm_baseline
34,0.4967320261437908,1.125,0.1505505952380952,0.4798206278026906,1,4,12,0.15,llm_baseline
25,0.6418918918918919,1.125,0.152797619047619,0.4834123222748815,3,4,13,0.2,llm_baseline
28,0.5714285714285714,1.125,0.1593154761904761,0.4711538461538461,2,4,14,0.2249999999999999,llm_baseline
32,0.5743243243243243,1.075,0.1359821428571428,0.4558139534883721,1,4,15,0.2,llm_baseline
27,0.5384615384615384,1.1125,0.1600446428571428,0.4711111111111111,2,4,16,0.2249999999999999,llm_baseline
25,0.5099337748344371,1.175,0.1551785714285714,0.4909909909909909,1,4,17,0.125,llm_baseline
31,0.5743243243243243,1.05,0.1586904761904762,0.4537037037037037,0,4,18,0.1999999999999999,llm_baseline
27,0.4756097560975609,1.125,0.1821577380952381,0.4978540772532189,3,4,19,0.2,llm_baseline
28,0.5625,1.125,0.1596130952380952,0.4708520179372197,2,4,20,0.225,llm_baseline
23,0.5,1.1625,0.1923363095238095,0.5275229357798165,3,4,21,0.25,llm_baseline
27,0.5328947368421053,1.0875,0.149657738095238,0.4657534246575342,0,4,22,0.25,llm_baseline
22,0.45,1.175,0.2037053571428571,0.5130434782608696,3,4,23,0.325,llm_baseline
22,0.5333333333333333,1.175,0.1521428571428571,0.5045454545454545,5,4,24,0.25,llm_baseline
30,0.4615384615384615,1.2125,0.1468154761904762,0.4888888888888889,4,4,25,0.1749999999999999,llm_baseline
47,0.3611111111111111,1.1375,0.1531994047619047,0.4532710280373832,3,4,26,0.2249999999999999,llm_baseline
32,0.48,1.1125,0.1520535714285714,0.4579439252336448,2,4,27,0.225,llm_baseline
30,0.5,1.15,0.1696279761904761,0.4691943127962085,2,4,28,0.2499999999999999,llm_baseline
29,0.4934210526315789,1.175,0.1647619047619047,0.45,2,4,29,0.075,llm_baseline
30,0.5120481927710844,1.1,0.1484523809523809,0.4478260869565217,0,4,30,0.2249999999999999,llm_baseline
31,0.487012987012987,1.1125,0.1612648809523809,0.4703196347031963,3,4,31,0.225,llm_baseline
27,0.4929577464788732,1.1625,0.1966666666666666,0.5,4,4,32,0.3,llm_baseline
30,0.5563380281690141,1.1125,0.1440029761904762,0.4647887323943662,0,4,33,0.1499999999999999,llm_baseline
30,0.461038961038961,1.175,0.1951175406871609,0.4844444444444444,4,4,34,0.2749999999999999,llm_baseline
30,0.48,1.1625,0.1524107142857143,0.5070422535211268,1,4,35,0.2499999999999999,llm_baseline
24,0.5197368421052632,1.1875,0.18625,0.5223214285714286,6,4,36,0.2749999999999999,llm_baseline
30,0.5140845070422535,1.15,0.1569494047619047,0.4553990610328638,0,4,37,0.1999999999999999,llm_baseline
29,0.4807692307692308,1.1,0.2065922619047619,0.4304932735426009,3,4,38,0.2749999999999999,llm_baseline
32,0.5070422535211268,1.1,0.1697470238095238,0.4761904761904761,3,4,39,0.175,llm_baseline
35,0.4459459459459459,1.1125,0.1836904761904762,0.4460093896713615,3,4,40,0.125,llm_baseline
25,0.5066666666666667,1.2,0.1714583333333333,0.497737556561086,3,4,41,0.3,llm_baseline
24,0.5540540540540541,1.1875,0.1483333333333333,0.5046728971962616,4,4,42,0.2249999999999999,llm_baseline
26,0.5126582278481012,1.1,0.1809375,0.4753363228699551,3,4,43,0.35,llm_baseline
28,0.5138888888888888,1.1625,0.1703720238095238,0.5046296296296297,3,4,44,0.3249999999999999,llm_baseline
