step,clusters_mean,clusters_std,clusters_min,clusters_max,switch_rate_mean,switch_rate_std,switch_rate_min,switch_rate_max,distance_mean,distance_std,distance_min,distance_max,mix_deviation_mean,mix_deviation_std,mix_deviation_min,mix_deviation_max,share_mean,share_std,share_min,share_max,ghetto_rate_mean,ghetto_rate_std,ghetto_rate_min,ghetto_rate_max
0,23.85,4.416178390752277,18,35,0.5390208341973917,0.04242856842543844,0.4533333333333333,0.6293706293706294,1.180625,0.05073068079263485,1.1,1.275,0.17727568377034358,0.02055826059065449,0.13811011904761905,0.21915178571428573,0.49948231774609464,0.03203116016702525,0.4541284403669725,0.5660377358490566,4.15,2.1343062474478063,1,8
1,23.3,4.824280693588042,17,35,0.5375493280480438,0.04441710824923979,0.4533333333333333,0.6293706293706294,1.19,0.057867816707789364,1.1,1.3125,0.18192910827305606,0.0259914222667202,0.13811011904761905,0.23528273809523811,0.507124028976185,0.038419137724039154,0.45794392523364486,0.5911111111111111,4.65,2.5603248149199227,1,9
2,23.2,4.7969288420602485,17,35,0.5375803280671205,0.04448801273870408,0.4533333333333333,0.6293706293706294,1.191875,0.05696186974865861,1.1125,1.3125,0.1818688404159132,0.025990653674881712,0.13811011904761905,0.23528273809523811,0.5088177548038763,0.03749124347785462,0.45794392523364486,0.5911111111111111,4.65,2.5603248149199227,1,9
3,22.95,4.706937768644784,17,35,0.5362189062601601,0.043930738992051105,0.44666666666666666,0.6190476190476191,1.19625,0.0567919796042401,1.1125,1.3125,0.18189488208257987,0.026368479024448804,0.13831845238095236,0.23528273809523811,0.5097479511170258,0.03800063168932327,0.452914798206278,0.5911111111111111,4.7,2.5772282132473046,1,9
4,22.9,4.733975740937999,17,35,0.536070771021401,0.04382549640847239,0.44666666666666666,0.6190476190476191,1.196875,0.05646887242217232,1.1125,1.3125,0.18223491184448465,0.025983527682196986,0.13831845238095236,0.23528273809523811,0.5105534849708099,0.03809697501419322,0.452914798206278,0.5911111111111111,4.85,2.539685019840059,1,9
5,22.8,4.785944332928951,16,35,0.5373692444777692,0.0422412898864447,0.44666666666666666,0.6190476190476191,1.1975,0.057867816707789385,1.1125,1.325,0.1824015785111513,0.025881730579449994,0.13831845238095236,0.23528273809523811,0.5114274579313629,0.03922909493829206,0.452914798206278,0.5991189427312775,4.85,2.539685019840059,1,9
6,22.785714285714285,4.9950524972766255,16,35,0.5313553417203706,0.04823165878448636,0.44666666666666666,0.6190476190476191,1.2142857142857142,0.05565543524695017,1.1125,1.325,0.1874468537414966,0.028906244159751234,0.13831845238095236,0.23528273809523811,0.5206388010157339,0.041418948596089314,0.452914798206278,0.5991189427312775,5.357142857142857,2.373155732746617,1,9
7,23.4,5.146735750831676,16,35,0.5311045251285333,0.0582390424175221,0.44666666666666666,0.6190476190476191,1.2075,0.05868938953886338,1.1125,1.325,0.18288392857142857,0.02693251841463119,0.13831845238095236,0.21555059523809525,0.5164412189313119,0.04021977710828072,0.452914798206278,0.5991189427312775,5.5,1.9578900207451218,1,8
8,23.714285714285715,6.129553700835696,16,35,0.5177828661740895,0.05934383814857121,0.44666666666666666,0.6190476190476191,1.2232142857142858,0.05372992426855599,1.175,1.325,0.1836926020408163,0.030030605526120215,0.13831845238095236,0.21555059523809525,0.5225287374557318,0.043649586597200425,0.452914798206278,0.5991189427312775,5.857142857142857,1.3451854182690985,4,8
9,20.8,3.3466401061363023,16,24,0.5117531555008683,0.037537633437300405,0.4697986577181208,0.5526315789473685,1.23,0.06287388169979645,1.175,1.325,0.18939285714285714,0.02694926589457005,0.1595535714285714,0.21555059523809525,0.5409572727967691,0.03309085726217955,0.5162790697674419,0.5991189427312775,6.2,1.3038404810405297,5,8
10,21.333333333333332,4.618802153517007,16,24,0.48548844146159587,0.015135105876147826,0.4697986577181208,0.5,1.2583333333333333,0.06884463184107625,1.1875,1.325,0.20811011904761903,0.011647176078385137,0.1946875,0.21555059523809525,0.5538267557297921,0.03924336321297871,0.5299539170506913,0.5991189427312775,7.0,1.0,6,8
11,24.0,,24,24,0.4697986577181208,,0.4697986577181208,0.4697986577181208,1.2625,,1.2625,1.2625,0.2140922619047619,,0.2140922619047619,0.2140922619047619,0.5299539170506913,,0.5299539170506913,0.5299539170506913,8.0,,8,8
12,24.0,,24,24,0.4697986577181208,,0.4697986577181208,0.4697986577181208,1.2625,,1.2625,1.2625,0.2140922619047619,,0.2140922619047619,0.2140922619047619,0.5299539170506913,,0.5299539170506913,0.5299539170506913,8.0,,8,8
