run_id,converged,convergence_step,final_step
0,True,13,17
1,True,25,29
2,True,18,22
3,True,60,64
4,True,27,31
5,True,13,17
6,True,86,90
7,True,33,37
8,True,12,16
9,True,27,31
10,True,45,49
11,True,109,113
12,True,8,12
13,True,32,36
14,True,24,28
15,True,59,63
16,True,56,60
17,True,85,89
18,True,72,76
19,True,104,108
20,True,22,26
21,True,83,87
22,True,48,52
23,True,18,22
24,True,17,21
25,True,69,73
26,True,39,43
27,True,85,89
28,True,33,37
29,True,56,60
30,True,25,29
31,True,28,32
32,True,52,56
33,True,55,59
34,True,63,67
35,True,54,58
36,True,23,27
37,True,53,57
38,True,26,30
39,True,8,12
40,True,31,35
41,True,40,44
42,True,6,10
43,True,40,44
44,True,30,34
45,True,34,38
46,True,61,65
47,True,32,36
48,True,29,33
49,True,36,40
50,True,37,41
51,True,102,106
52,True,93,97
53,True,16,20
54,True,42,46
55,True,66,70
56,True,30,34
57,True,6,10
58,True,43,47
59,True,45,49
60,True,30,34
61,True,104,108
62,True,56,60
63,True,17,21
64,True,33,37
65,True,28,32
66,True,14,18
67,True,27,31
68,True,88,92
69,True,60,64
70,True,22,26
71,True,36,40
72,True,42,46
73,True,109,113
74,True,23,27
75,True,29,33
76,True,27,31
77,True,19,23
78,True,54,58
79,True,11,15
80,True,18,22
81,True,5,9
82,True,62,66
83,True,9,13
84,True,28,32
85,True,25,29
86,True,24,28
87,True,14,18
88,True,18,22
89,True,8,12
90,True,12,16
91,True,95,99
92,True,42,46
93,True,13,17
94,True,19,23
95,True,44,48
96,True,28,32
97,True,11,15
98,True,31,35
99,True,16,20
