run_id,converged,convergence_step,final_step
0,True,17,17
1,True,16,16
2,True,21,21
3,True,17,17
4,True,20,20
5,True,12,12
6,True,12,12
7,True,12,12
8,True,17,17
9,True,17,17
10,True,14,14
11,True,21,21
12,True,16,16
13,True,14,14
14,True,16,16
15,True,16,16
16,True,12,12
17,True,15,15
18,True,14,14
19,True,14,14
20,True,16,16
21,True,15,15
22,True,15,15
23,True,18,18
24,True,13,13
25,True,18,18
26,True,15,15
27,True,13,13
28,True,15,15
29,True,12,12
30,True,18,18
31,True,16,16
32,True,17,17
33,True,14,14
34,True,15,15
35,True,14,14
36,True,12,12
37,True,13,13
38,True,12,12
39,True,17,17
40,True,17,17
41,True,19,19
42,True,13,13
43,True,17,17
44,True,14,14
45,True,11,11
46,True,11,11
47,True,13,13
48,True,12,12
49,True,12,12
50,True,13,13
51,True,15,15
52,True,13,13
53,True,17,17
54,True,16,16
55,True,14,14
56,True,13,13
57,True,14,14
58,True,12,12
59,True,17,17
60,True,15,15
61,True,14,14
62,True,19,19
63,True,29,29
64,True,13,13
65,True,17,17
66,True,18,18
67,True,12,12
68,True,16,16
69,True,13,13
70,True,13,13
71,True,12,12
72,True,12,12
73,True,14,14
74,True,15,15
75,True,14,14
76,True,10,10
77,True,15,15
78,True,16,16
79,True,14,14
80,True,14,14
81,True,17,17
82,True,15,15
83,True,14,14
84,True,16,16
85,True,18,18
86,True,19,19
87,True,15,15
88,True,15,15
89,True,20,20
90,True,15,15
91,True,12,12
92,True,18,18
93,True,13,13
94,True,15,15
95,True,15,15
96,True,18,18
97,True,20,20
98,True,15,15
99,True,13,13
