scenario,mean_di,se,chance_di,excess,ci95_low,ci95_high,at_chance
political_liberal_conservative,0.42162562499999995,0.0009741749370065556,0.1254171875,0.2962084374999999,0.4197162421234671,0.4235350078765328,False
baseline,0.3742525,0.0009113926503057303,0.1254171875,0.2488353125,0.37246617040540075,0.3760388295945992,False
income_high_low,0.30813874999999996,0.0007996274618542843,0.1254171875,0.18272156249999996,0.30657148017476554,0.3097060198252344,False
race_white_black,0.25560249999999995,0.0006546409978825118,0.1254171875,0.13018531249999996,0.25431940364415023,0.2568855963558497,False
ethnic_asian_hispanic,0.17298249999999998,0.00046429095240360684,0.1254171875,0.047565312499999984,0.17207248973328892,0.17389251026671104,False
green_yellow,0.14066937499999999,0.00038446459120200694,0.1254171875,0.015252187499999986,0.13991582440124406,0.1414229255987559,False
