run_id,scenario_key,scenario,converged,convergence_step,dissimilarity_index,clusters,switch_rate,distance,mix_deviation,share,ghetto_rate,initial_dissimilarity_index,initial_clusters,initial_switch_rate,initial_distance,initial_mix_deviation,initial_share,initial_ghetto_rate,final_step,n_steps,stop_reason,experiment,llm_model,metrics_source
45,llm_baseline,baseline,True,9,0.14375000000000004,93,0.512781954887218,1.18125,0.15527157738095237,0.5062240663900415,12,0.1375,99,0.506079027355623,1.146875,0.1577641369047619,0.4963350785340314,7,13,14,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
46,llm_baseline,baseline,True,4,0.125,98,0.48396946564885496,1.18125,0.16867559523809525,0.5079365079365079,15,0.11250000000000003,102,0.4838709677419355,1.1625,0.1672953869047619,0.498416050686378,11,8,9,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
47,llm_baseline,baseline,True,3,0.13749999999999998,113,0.5045454545454545,1.13125,0.1572061011904762,0.4931362196409715,10,0.13124999999999998,115,0.5030487804878049,1.125,0.15659598214285714,0.4894291754756871,9,7,8,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
48,llm_baseline,baseline,True,6,0.18125,82,0.5150602409638554,1.16875,0.16477306547619047,0.5108583247156153,13,0.15625000000000003,95,0.5030769230769231,1.140625,0.16784598214285715,0.4889589905362776,10,10,11,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
49,llm_baseline,baseline,True,12,0.1375,91,0.5075301204819277,1.178125,0.16820684523809523,0.5245559038662487,11,0.13749999999999998,99,0.49924585218702866,1.15625,0.16567024929093893,0.5089192025183631,8,16,17,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
50,llm_baseline,baseline,True,9,0.10625,97,0.47723935389133626,1.175,0.17085937499999998,0.49846782431052095,11,0.11249999999999999,103,0.47470238095238093,1.146875,0.17177083333333332,0.4860392967942089,8,13,14,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
51,llm_baseline,baseline,True,6,0.17500000000000002,86,0.5215384615384615,1.20625,0.17485863095238097,0.4947589098532495,19,0.14375,93,0.532608695652174,1.14375,0.17298363095238095,0.47468354430379744,11,10,11,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
52,llm_baseline,baseline,True,8,0.1125,89,0.5105740181268882,1.16875,0.16489955357142855,0.5109717868338558,11,0.10625000000000004,97,0.5052790346907994,1.14375,0.16851934523809525,0.4911550468262227,8,12,13,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
53,llm_baseline,baseline,True,2,0.10624999999999998,87,0.4726443768996961,1.18125,0.1661123511904762,0.5005291005291005,15,0.09375,93,0.47305389221556887,1.146875,0.1624702380952381,0.48788198103266595,10,6,7,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
54,llm_baseline,baseline,True,5,0.06875,104,0.5319148936170213,1.121875,0.1515811011904762,0.47584033613445376,7,0.06875,107,0.5290519877675841,1.11875,0.1509561011904762,0.47362869198312235,6,9,10,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
55,llm_baseline,baseline,True,6,0.15,107,0.44732824427480916,1.215625,0.1662797619047619,0.510482180293501,16,0.12499999999999997,113,0.45314900153609833,1.171875,0.16357514880952378,0.49841938883034775,6,10,11,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
56,llm_baseline,baseline,True,6,0.125,78,0.5150602409638554,1.196875,0.1769605654761905,0.5246073298429319,19,0.11249999999999999,83,0.5181818181818182,1.159375,0.17498883928571426,0.5147058823529411,11,10,11,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
57,llm_baseline,baseline,True,6,0.16874999999999998,81,0.4901065449010654,1.21875,0.17371279761904762,0.5294117647058824,17,0.15624999999999997,84,0.4961948249619482,1.19375,0.1714174107142857,0.5221052631578947,12,10,11,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
58,llm_baseline,baseline,True,1,0.08125,88,0.5412130637636081,1.15,0.16149925595238096,0.5031914893617021,10,0.08124999999999999,91,0.5381026438569206,1.1375,0.16202752976190476,0.4946695095948827,8,5,6,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
59,llm_baseline,baseline,True,5,0.11875,104,0.4954268292682927,1.134375,0.15717633928571428,0.4952076677316294,10,0.1,116,0.5,1.090625,0.1543452380952381,0.47385272145144075,2,9,10,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
60,llm_baseline,baseline,True,1,0.13125,98,0.5279878971255674,1.128125,0.15276785714285715,0.49009384775808135,7,0.11875,101,0.530920060331825,1.09375,0.14701636904761906,0.4822546972860125,3,5,6,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
61,llm_baseline,baseline,True,1,0.11875,100,0.49228395061728397,1.171875,0.16815476190476192,0.5084925690021231,13,0.11249999999999999,102,0.49228395061728397,1.165625,0.16836309523809523,0.5053191489361702,13,5,6,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
62,llm_baseline,baseline,True,2,0.10624999999999998,84,0.5119402985074627,1.146875,0.16037574404761906,0.49581589958158995,9,0.0875,87,0.5135135135135135,1.128125,0.1589620535714286,0.4879074658254469,6,6,7,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
63,llm_baseline,baseline,True,15,0.08750000000000001,96,0.5030959752321982,1.171875,0.14663690476190477,0.4883966244725738,10,0.08125000000000003,98,0.5077160493827161,1.153125,0.15057291666666667,0.48352816153028694,10,19,20,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
64,llm_baseline,baseline,True,9,0.2,84,0.5342465753424658,1.146875,0.17070684523809523,0.4804646251319958,17,0.18125,98,0.5300462249614792,1.096875,0.1717857142857143,0.4626865671641791,6,13,14,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
65,llm_baseline,baseline,True,9,0.1125,91,0.5181268882175226,1.15625,0.16009852216748768,0.5026014568158168,10,0.11875,95,0.5158850226928896,1.140625,0.15885206747275712,0.4942528735632184,8,13,14,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
66,llm_baseline,baseline,True,6,0.11249999999999999,95,0.4908256880733945,1.159375,0.16424851190476192,0.4941675503711559,13,0.11249999999999999,103,0.48377125193199383,1.128125,0.16131324404761904,0.4807692307692308,5,10,11,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
67,llm_baseline,baseline,True,9,0.10625000000000001,99,0.4869431643625192,1.203125,0.16684151785714288,0.513255567338282,15,0.07500000000000001,107,0.49221183800623053,1.15,0.16213913690476192,0.4924892703862661,6,13,14,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
68,llm_baseline,baseline,True,4,0.10625000000000001,91,0.4893939393939394,1.18125,0.16933035714285713,0.5249204665959704,9,0.1,94,0.48787878787878786,1.1625,0.17086309523809523,0.514799154334038,6,8,9,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
69,llm_baseline,baseline,True,8,0.08125,104,0.49221183800623053,1.125,0.15884672619047618,0.4983957219251337,17,0.06874999999999999,110,0.4913112164296998,1.1125,0.1588095238095238,0.4897739504843918,13,12,13,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
70,llm_baseline,baseline,True,4,0.11875,96,0.5075757575757576,1.165625,0.15637276785714285,0.4979209979209979,8,0.11875,98,0.5060240963855421,1.15625,0.15582589285714285,0.4927385892116183,7,8,9,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
71,llm_baseline,baseline,True,16,0.1375,99,0.5239567233384853,1.178125,0.164375,0.5015974440894568,13,0.13124999999999998,109,0.5233644859813084,1.109375,0.16353794642857142,0.47914438502673795,5,20,21,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
72,llm_baseline,baseline,True,3,0.14375000000000002,83,0.5015060240963856,1.178125,0.17815848214285715,0.5176348547717843,14,0.1375,86,0.5030211480362538,1.171875,0.17639880952380954,0.514047866805411,13,7,8,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
73,llm_baseline,baseline,True,3,0.16874999999999998,103,0.4953416149068323,1.165625,0.16375372023809523,0.5079702444208289,11,0.1625,106,0.49537037037037035,1.140625,0.16025669642857143,0.49946865037194477,8,7,8,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
74,llm_baseline,baseline,True,2,0.175,103,0.4760432766615147,1.2,0.17000372023809524,0.5099894847528917,13,0.16875,105,0.4728682170542636,1.184375,0.16897693452380952,0.509493670886076,11,6,7,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
75,llm_baseline,baseline,True,1,0.09374999999999999,87,0.4700460829493088,1.184375,0.18425967261904763,0.5180084745762712,13,0.1,90,0.4714064914992272,1.18125,0.18811755952380954,0.5121951219512195,13,5,6,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
76,llm_baseline,baseline,True,13,0.16250000000000003,94,0.4938650306748466,1.20625,0.16169642857142857,0.5115546218487395,19,0.15,104,0.5,1.159375,0.1624404761904762,0.4973544973544973,14,17,18,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
77,llm_baseline,baseline,True,4,0.09374999999999999,95,0.5415384615384615,1.146875,0.15104538690476194,0.48617021276595745,10,0.09999999999999999,98,0.5432098765432098,1.1375,0.15048363095238096,0.4797008547008547,9,8,9,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
78,llm_baseline,baseline,True,10,0.14375,84,0.5166666666666667,1.2125,0.1589360119047619,0.5099476439790576,16,0.125,91,0.5143721633888049,1.171875,0.15438244047619049,0.49478079331941544,10,14,15,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
79,llm_baseline,baseline,True,4,0.09375,98,0.5344563552833078,1.1375,0.14991071428571429,0.4795383001049318,11,0.1,104,0.5304212168486739,1.1125,0.1510751488095238,0.46977730646871685,7,8,9,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
80,llm_baseline,baseline,True,6,0.14375000000000002,94,0.49544072948328266,1.175,0.1610565476190476,0.5181723779854621,9,0.13125,99,0.49242424242424243,1.15625,0.16061755952380954,0.509865005192108,6,10,11,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
81,llm_baseline,baseline,True,11,0.175,75,0.49393939393939396,1.259375,0.17980654761904763,0.5500526870389885,26,0.1375,90,0.500763358778626,1.165625,0.17143229166666665,0.5152792413066386,12,15,16,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
82,llm_baseline,baseline,True,1,0.125,90,0.5137614678899083,1.165625,0.16125,0.5151832460732985,11,0.11250000000000002,91,0.5114503816793893,1.153125,0.1566054635020152,0.5083857442348009,9,5,6,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
83,llm_baseline,baseline,True,2,0.1875,75,0.49059561128526646,1.234375,0.1934263392857143,0.5364025695931478,20,0.16875,85,0.48665620094191525,1.184375,0.18712425595238097,0.5156081808396125,10,6,7,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
84,llm_baseline,baseline,True,8,0.16875,90,0.5099540581929556,1.19375,0.16328497023809524,0.5267015706806283,13,0.14375,97,0.5054945054945055,1.171875,0.16712425595238095,0.5180084745762712,7,12,13,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
85,llm_baseline,baseline,True,11,0.11249999999999999,96,0.5138888888888888,1.16875,0.1620610119047619,0.5005268703898841,10,0.10624999999999998,101,0.5138461538461538,1.128125,0.16103050595238094,0.48891235480464623,7,15,16,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
86,llm_baseline,baseline,True,5,0.08125000000000002,103,0.5,1.14375,0.1596019345238095,0.48605150214592274,15,0.07500000000000001,108,0.5046875,1.121875,0.16090401785714287,0.47680690399137,13,9,10,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
87,llm_baseline,baseline,True,6,0.1375,91,0.48238897396630936,1.165625,0.15803943452380956,0.4774396642182581,13,0.14375,96,0.48073959938366717,1.15625,0.1600892857142857,0.47003154574132494,12,10,11,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
88,llm_baseline,baseline,True,1,0.09375000000000001,118,0.4937694704049844,1.121875,0.14775669642857142,0.49256900212314225,2,0.0875,124,0.4881889763779528,1.109375,0.1507254464285714,0.48459086078639746,1,5,6,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
89,llm_baseline,baseline,True,5,0.2375,85,0.4863636363636364,1.1875,0.1825483630952381,0.5322916666666667,14,0.2125,95,0.48558421851289835,1.15625,0.1782626488095238,0.5114583333333333,9,9,10,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
90,llm_baseline,baseline,True,2,0.125,96,0.5039123630672926,1.16875,0.1670014880952381,0.49201277955271566,11,0.11875,97,0.5023400936037441,1.1625,0.16680059523809526,0.48986125933831376,10,6,7,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
91,llm_baseline,baseline,True,6,0.17500000000000002,83,0.4828101644245142,1.165625,0.17630580357142858,0.5098241985522234,7,0.15000000000000002,93,0.4878048780487805,1.146875,0.18013020833333332,0.48427672955974843,5,10,11,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
92,llm_baseline,baseline,True,1,0.14375000000000002,90,0.5203761755485894,1.165625,0.1663876488095238,0.5036880927291886,10,0.13749999999999998,97,0.5172413793103449,1.1375,0.16284970238095237,0.49056603773584906,7,5,6,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
93,llm_baseline,baseline,True,3,0.20625,75,0.4838709677419355,1.23125,0.19950520833333332,0.5589798087141339,27,0.2,84,0.48992248062015503,1.18125,0.19247023809523808,0.5396145610278372,17,7,8,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
94,llm_baseline,baseline,True,7,0.1625,83,0.4813153961136024,1.196875,0.17914434523809525,0.5144329896907216,17,0.13125,88,0.4872944693572496,1.1375,0.17856026785714285,0.4994807892004154,8,11,12,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
95,llm_baseline,baseline,True,10,0.1375,89,0.565015479876161,1.15,0.15347098214285715,0.5036803364879074,12,0.13125,93,0.5627906976744186,1.1375,0.15234747023809525,0.4963041182682154,9,14,15,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
96,llm_baseline,baseline,True,0,0.1375,90,0.5190258751902588,1.140625,0.16265997023809525,0.5120925341745531,11,0.1375,90,0.5190258751902588,1.140625,0.16265997023809525,0.5120925341745531,11,4,5,converged,llm_baseline_20260906_020534,granite-4.2-30b-vf-lp,live
